,departure_delay_avg,arrival_delay_avg,departure_cancelled_avg,arrival_diverted_avg
EGE,21.951766953199616,11.993217054263566,0.02924791086350975,0.021365536460752437
EKO,-0.6220839813374806,-6.31924882629108,0.0061823802163833074,0.0077279752704791345
ELM,13.900602409638553,-4.884146341463414,0.003003003003003003,0.012012012012012012
ELP,10.0180249851279,7.4224194413008515,0.010363914733246967,0.0015899187374867508
ERI,9.216055500495541,5.74402390438247,0.005911330049261084,0.0039447731755424065
ESC,11.760195758564437,2.6217105263157894,0.0192,0.008012820512820512
EUG,11.410727406318884,3.996559351191939,0.00511820619059225,0.0019521717911176184
EVV,9.682408236347358,6.090563506261181,0.02338674750974448,0.0017323516673884798
EWN,8.999033349444176,9.969417475728156,0.051211705532693184,0.005491990846681922
EWR,14.881203676465313,16.652241346972342,0.03218071242397915,0.003468577744103765
EYW,7.12473392933163,1.6258256978478585,0.012195121951219513,0.00294303132226193
FAR,8.78739599929191,3.3634107427761037,0.01808066759388039,0.0012184508268059183
FAT,10.240633484162895,4.7039080875701105,0.007011866235167206,0.0005393743257820927
FAY,11.991164658634538,6.7278565694407275,0.03540277065161621,0.0048742945100051305
FLG,4.914875322441961,4.176571920757968,0.023529411764705882,0.0016806722689075631
FLL,12.36848809992336,6.345574172625977,0.01008070718775958,0.0026868487980966447
FLO,12.470238095238095,10.785714285714286,0.01764705882352941,0.0
FNT,8.876813375952791,4.4891142998515585,0.020673076923076922,0.005291005291005291
FSD,12.534610431423053,7.84271120479974,0.02406038685327882,0.007866582756450597
FSM,9.123199205166419,8.797310756972111,0.017552413456850317,0.0029254022428083864
FWA,11.613808909898296,9.929074953244138,0.014263522101398108,0.003389830508474576
GCC,3.8284671532846715,4.657351154313488,0.013205282112845138,0.0012004801920768306
GCK,6.434229137199434,0.09815078236130868,0.03283173734610123,0.009575923392612859
GEG,4.7549011632636455,2.523580679319052,0.004697116942014901,0.0017812322888834911
GFK,4.671822136297728,0.457405614714424,0.014719848053181387,0.006166982922201139
GGG,5.024547803617571,5.587628865979381,0.0361145703611457,0.0012453300124533001
GJT,1.7983870967741935,-1.3797195253505934,0.008533333333333334,0.0013422818791946308
GNV,10.416325602546612,6.126648476580264,0.016918967052537846,0.002003561887800534
GPT,7.155641087322588,7.755367913148372,0.016784869976359338,0.0030732860520094564
GRB,7.2664829340682635,5.491935483870968,0.026207181180354932,0.0016515276630883566
GRI,14.721261444557477,8.588355464759958,0.02097902097902098,0.001998001998001998
GRK,8.38353825136612,4.247436773752563,0.023674558186062022,0.00266844563042028
GRR,9.796161092793216,5.4362190812720845,0.019319492502883506,0.0010958588072442035
GSO,10.614876164689019,8.204172638955248,0.03175581933096963,0.0020798028038822984
GSP,10.314896810506566,7.172434501914271,0.02135936582501468,0.0009541984732824427
GTF,5.64972972972973,-2.5124728850325377,0.003232758620689655,0.0026939655172413795
GTR,5.498519249753208,5.135323383084577,0.005876591576885406,0.004897159647404506
GUC,9.584070796460177,5.36,0.017391304347826087,0.017391304347826087
HDN,12.675854465270122,3.885682574916759,0.025806451612903226,0.021505376344086023
HLN,1.164360819037078,-0.20221606648199447,0.0027609055770292656,0.0
HOU,12.94611671785871,5.174562669388617,0.01517954392213136,0.002161096799847859
HPN,15.683357879234167,13.892187003074314,0.035037974683544304,0.01212733703890854
HRL,9.55379188712522,4.893854748603352,0.011908219575951205,0.003193960511033682
HSV,7.246359654315142,4.537001897533207,0.020420002320454808,0.001160092807424594
HTS,18.10320284697509,9.228132387706856,0.040955631399317405,0.003416856492027335
HVN,10.375809935205183,8.956756756756757,0.10572259941804074,0.011639185257032008
HYA,34.39772727272727,14.170454545454545,0.011235955056179775,0.0
HYS,11.188625592417061,11.839200761179828,0.021335807050092765,0.016682113067655237
IAD,10.234215855839874,5.820042384812603,0.01564774381368268,0.001514202932312217
IAG,13.091364205256571,3.669172932330827,0.014796547472256474,0.0
IAH,8.179046688874548,3.9217751824817517,0.010425416844067524,0.0031821477483283656
ICT,8.19184536974709,5.080292673534226,0.013475042702600113,0.0018031697826705894
IDA,5.360777058279371,0.5020842982862437,0.0023073373327180432,0.0009233610341643582
ILM,8.21414913957935,5.277733439744613,0.04722854973424449,0.002733485193621868
IMT,7.520186335403727,-4.278996865203761,0.012269938650306749,0.010752688172043012
IND,9.485569325459537,4.975725527751176,0.016839695904520557,0.0009196623817211993
INL,2.3051643192488265,-2.508607198748044,0.016923076923076923,0.0015384615384615385
ISP,13.995804665212283,12.281223735081527,0.032027312632092346,0.0035754916300991387
ITH,13.802658486707566,4.642561983471074,0.007106598984771574,0.011156186612576065
JAC,11.186586826347305,8.223263638548426,0.007845934379457917,0.006891634980988593
JAN,9.471247691901873,5.6219399232499665,0.021301316808675447,0.005293054479731474
JAX,10.17079191840447,5.573503135050843,0.017358008934269305,0.002073894454725289
JFK,11.704847599231245,7.255540591155774,0.026495172881774158,0.003377440547793097
JLN,12.75095785440613,9.648717948717948,0.02732919254658385,0.011180124223602485
LAN,8.101621308627678,4.822949869603014,0.017648733276401936,0.0002847380410022779
LAR,7.851373182552504,8.469918699186993,0.0112,0.004807692307692308
LAS,9.960894099120774,3.54583513244598,0.006976469931042188,0.0015327429894073188
LAW,8.676175790285274,8.768339768339768,0.03502235469448584,0.0022354694485842027
LAX,8.295131300990676,1.921933221138278,0.008569390390363274,0.0011421296881489373
LBB,8.751277139208174,8.000958466453675,0.0175741409069512,0.0006277463904582549
LBE,4.442379182156134,6.461610486891386,0.012844036697247707,0.0036798528058877645
LBF,-3.275800711743772,-2.1601423487544484,0.012302284710017574,0.0035087719298245615
LBL,7.055855855855856,3.916967509025271,0.0106951871657754,0.0035650623885918
LCH,4.723214285714286,3.643007360672976,0.01907216494845361,0.0020607934054611026
LCK,19.771668219944083,8.389148737137512,0.01014760147601476,0.0037071362372567192
LEX,8.649039433771486,5.828137651821862,0.019510745766069128,0.002574512327953263
LFT,7.40676826535186,4.50280331912985,0.021929824561403508,0.00263100197325148
LGA,12.5448618252124,9.42831744474757,0.04074392289573507,0.004740416876117885
LGB,6.845997245673912,5.6320273594528105,0.0057156465825196475,0.0025598285510179783
LIT,6.59562423500612,4.5466952921331085,0.012847642079806529,0.0015116015418335726
LNK,9.822857142857142,2.918332381496288,0.012359550561797753,0.0022471910112359553
LRD,8.770807193642828,4.458630827383453,0.022113022113022112,0.004093327875562832
LSE,7.395673076923077,4.589620374819798,0.02758298270219729,0.001402524544179523
LWB,25.70921985815603,14.4375,0.020833333333333332,0.012131715771230503
LWS,-2.4720670391061454,-7.641350210970464,0.001394700139470014,0.00697350069735007
MAF,9.099849065366307,6.407743285664457,0.017791970802919707,0.0029649903067624586
MBS,9.659498207885305,9.251615218951903,0.01757469244288225,0.002808002808002808
MCI,7.209083026230219,2.575646824678849,0.014609840733161314,0.0017617225731826674
MCO,13.349142560700272,6.846807199753553,0.010535373401978364,0.0031160756244803527
MDT,10.721271393643033,5.270115880528807,0.0271256345177665,0.0026971283515786135
MDW,14.818530141156282,3.576433271230809,0.023193065043917563,0.003192210088761813
MEI,18.258845437616387,13.781103835360149,0.018298261665141813,0.0009140767824497258
MEM,8.60684024713151,5.402639244416983,0.016407674277281015,0.0013890697573468768
MFE,10.785332144449399,10.794569330068997,0.027331887201735357,0.0010843634786380394
MFR,14.630599437351222,9.068132346538963,0.0191042241562301,0.009098603470165044
MGM,10.183663366336633,9.2055982164974,0.01820388349514563,0.0012138868657441126
MHK,8.864044943820225,8.587605633802816,0.031079607415485277,0.004359673024523161
MHT,5.471716203259827,5.610317629503304,0.034649393378572896,0.0014394406744807733
MIA,11.47511145838121,4.143697925081358,0.010480200273099682,0.002435693148190303
MKE,9.387649763818938,4.133126546981233,0.01605807979819731,0.002061665333251277
MKG,4.541850220264317,5.800872093023256,0.05416666666666667,0.008321775312066574
MLB,4.576669414674361,2.355638166047088,0.01141459437423563,0.0020391517128874386
MLI,9.94752774974773,6.156009712666936,0.020007923930269414,0.003169572107765452
MLU,10.228571428571428,7.709677419354839,0.012329656067488644,0.0022712524334847503
MMH,33.50370370370371,18.22962962962963,0.09395973154362416,0.0
MOB,9.798126463700234,7.88243581715717,0.024063356685957965,0.0036557501904036557
MOT,8.839825119236885,2.857541899441341,0.0171875,0.004689331770222743
MRY,10.116393868537282,5.44062007356805,0.016108412170800307,0.0135480572597137
MSN,8.243553008595988,3.216096766689928,0.020025790791170447,0.0021231422505307855
MSO,6.878734622144113,1.4450968878449795,0.004664723032069971,0.004082822980460776
MSP,7.584445516768467,1.0452334166396398,0.010265098039215687,0.00221504094374549
MSY,10.119971745784508,4.315527117169373,0.011846178623194889,0.0020219371231234456
MTJ,8.800136892539356,4.508904109589041,0.02208835341365462,0.006024096385542169
MVY,19.89958158995816,2.1538461538461537,0.02032520325203252,0.0
MYR,9.090925266903914,4.139733333333333,0.03189105326667816,0.0008618460742911316
OAJ,11.761533242876526,10.784844384303112,0.04694533762057878,0.0019292604501607716
OAK,8.421102150537635,3.0851305334846764,0.011466322423874251,0.0007787274453941121
OGS,13.984126984126984,-5.365853658536586,0.08029197080291971,0.029197080291970802
OKC,7.8144424131627055,6.459964218702273,0.013022176379577102,0.0029222174473571122
OMA,7.600470702807986,3.3204514086222296,0.015267785771382894,0.0016784558206450065
ONT,7.685932026886301,4.7544034090909095,0.007425160956811881,0.0009399821403393336
ORD,12.354664639007101,8.088046629248135,0.021432454430505208,0.0031266707114152013
ORF,12.575877792977657,7.940840566468707,0.037041913539609395,0.0017111267111267112
OTH,29.1731843575419,21.47605633802817,0.03773584905660377,0.0215633423180593
OWB,27.635514018691588,6.009345794392523,0.036036036036036036,0.0
PAH,8.111918604651162,9.641288433382138,0.043115438108484005,0.009722222222222222
PBG,13.554968287526426,2.4585987261146496,0.0063025210084033615,0.005252100840336135
PBI,13.806329884357883,7.135034124146896,0.017621496631184466,0.0019534364535161858
PDX,4.440690128043627,0.7136426758607479,0.006055898159450847,0.0008562458376938446
PGD,10.356909475302709,12.596833365514579,0.00421213861765269,0.003633581946834959
PGV,20.689987937273823,18.991525423728813,0.07700892857142858,0.006696428571428571
PHF,13.044037412314887,10.266874756145143,0.038965904833270885,0.003374578177727784
PHL,11.560894649490239,6.151101469213539,0.0275597284216647,0.0019496511150636203
PHX,9.072545909269852,4.361970004477811,0.007495889906991182,0.0018798181117888166
PIA,10.941199004022218,7.5760536398467435,0.02337322363500374,0.0029917726252804786
PIB,11.014084507042254,16.175388967468177,0.02606310013717421,0.010973936899862825
PIE,7.175869944914685,11.319859876044193,0.006277547749432349,0.0020008003201280513
PIH,-2.388580491673275,-3.046899841017488,0.000792393026941363,0.001584786053882726
PIT,7.9032304975589485,4.4303705397036515,0.019465314682466962,0.00040720757406087753
PLN,8.7548125633232,2.5861365953109074,0.03992210321324245,0.021421616358325218
PNS,6.471666070790132,4.316334732517639,0.017653258387493414,0.0016684229012996136
PSC,6.5724307260610315,2.26592022393282,0.012474012474012475,0.0010398613518197574
PSM,24.225589225589225,7.655405405405405,0.019801980198019802,0.0033333333333333335
PSP,6.835421412300684,3.095496009122007,0.008098691025520294,0.002071563088512241
PUB,8.582122905027934,6.0369127516778525,0.008869179600886918,0.003329633740288568
PVD,8.80801583374567,7.561354406761058,0.0295200982223883,0.0009076832719312297
PVU,14.472222222222221,5.167597765363128,0.012797074954296161,0.003669724770642202
PWM,11.923943904327626,7.466723915843709,0.040701985663673064,0.002142033283901796
RAP,10.855539637058262,5.978962467128855,0.013892159171179657,0.004236290891974582
RDD,14.014964788732394,5.639964788732394,0.028229255774165955,0.000855431993156544
RDM,10.934083601286174,3.722535589578297,0.011131725417439703,0.0026518164942985947
RDU,13.36454639542578,6.618979066458912,0.028193136157038404,0.0013009040459762544
RFD,9.949025487256371,-3.3033033033033035,0.008915304606240713,0.0029717682020802376
RHI,7.769662921348314,1.1605633802816901,0.016574585635359115,0.005509641873278237
RIC,12.280722731499933,8.51841673684677,0.027428522218394764,0.0019807096107475027
RKS,7.181277860326895,5.797317436661699,0.010294117647058823,0.0029411764705882353
RNO,8.915522703273496,5.057724391057724,0.006735865724381626,0.0018774157923799005
ROA,15.323320817688778,6.1865328314512755,0.027202598457166056,0.0060901339829476245
ROC,9.873740282176792,5.456793673616104,0.031971087016958576,0.0011817865832464372
ROW,8.671641791044776,4.821241585639491,0.02261123267687819,0.005105762217359592
RST,12.17926019601644,11.19620253164557,0.02947497697267424,0.00368437212158428
RSW,10.304774136958837,4.22323641040118,0.01322988470217304,0.002133053048101892
SAF,7.706222865412446,7.730573710965868,0.026074700493305146,0.008450704225352112
SAN,8.117397642921532,2.4809945921837544,0.00949293818013429,0.0024373297453486706
SAT,8.920336820617505,4.795402298850575,0.009703095388502843,0.0021729792556282688
SAV,11.655011049005589,4.890086346815555,0.025529225908372827,0.0017060533299633515
SBA,8.33152018322359,6.7925287356321835,0.01383399209486166,0.002964845404489623
SBN,12.01403713993274,8.282985600940346,0.014691055739593836,0.002591792656587473
SBP,10.359103289335847,7.675147182506308,0.014049586776859505,0.004752066115702479
SCK,24.265856950067477,13.290760869565217,0.008032128514056224,0.006693440428380187
SDF,10.470745510449623,6.073206638115631,0.020433112120153685,0.0011787304636339823
SEA,6.328378019644279,2.48028697047543,0.0047283687841949635,0.0019785572960193142
SFB,10.674491720813247,18.509211495946943,0.00438367602546707,0.0033333333333333335
SFO,10.898792542001672,9.431983169186665,0.01370494003377898,0.0021712070660854046
SGF,11.340658035396128,5.950196125044574,0.020884093282283328,0.002668832675794848
SGU,1.7399876771410967,0.5911056207535516,0.0006159531875577456,0.0021558361564521095
SHD,16.204651162790697,15.973520249221183,0.0256797583081571,0.006015037593984963
SHV,8.799451386772326,5.172303473491773,0.017627726322079474,0.00313713773528533
SJC,7.209994644407099,2.4189041653559333,0.00897025171624714,0.0008977647489923049
SJT,4.953670705630791,1.8439513242662848,0.02372644801116539,0.004189944134078212
SLC,6.206149260616168,0.6653904237363418,0.0030074123870009024,0.0012995509034972948
SMF,6.415054039044811,3.338049239186186,0.0063256208872850776,0.0008702111853974319
SMX,12.329411764705883,5.094117647058823,0.0,0.0
SNA,6.740330690388706,1.51647127216355,0.0066524172050241364,0.0025689659311901275
SPI,11.733408961996597,7.699205448354143,0.027609055770292656,0.0033112582781456954
SPS,4.520078354554358,1.662733529990167,0.036862003780718335,0.003777148253068933
SRQ,8.348,1.9696437130532034,0.01435104873048415,0.0018924459864374705
STC,15.86111111111111,-1.6408450704225352,0.006896551724137931,0.013793103448275862
STL,10.546727180729542,3.4247998036388183,0.014774083417677539,0.001283987915407855
STS,11.722637661454792,1.470189701897019,0.022606382978723406,0.003992015968063872
SUN,8.790294627383016,-0.2436010591350397,0.09419152276295134,0.10493343774471417
SUX,12.415437987857763,9.53732638888889,0.03280067283431455,0.00336417157275021
SWF,19.902285714285714,10.773714285714286,0.022892238972640984,0.0022358859698155395
SYR,10.186330288965413,7.102942277457513,0.03162541612389637,0.0005788293177049418
TLH,6.9620210808097704,4.5830815709969785,0.02319503430251552,0.002287207972553504
TOL,9.966286564204264,7.6137040714995035,0.03221153846153846,0.0033653846153846156
TPA,11.028364080303852,5.732044611685436,0.010908944529425972,0.002146988178146344
TRI,10.368508655126497,8.728399196249162,0.013063357282821686,0.0035935968637700096
TTN,25.308151093439363,16.638331996792303,0.03380714560122935,0.004984662576687116
TUL,7.80193640927564,6.478705586792678,0.011344165435745937,0.00147693034796479
TUS,6.505390612041798,6.074498091919695,0.007737474619985732,0.0017010535557506585
TVC,10.395068205666316,5.276088096486628,0.02394904458598726,0.002803976548559776
TWF,0.6159305993690851,-2.5480274442538593,0.0023603461841070024,0.0034129692832764505
TXK,6.502968617472434,2.117696867061812,0.039119804400977995,0.004885993485342019
TYR,7.146059291395517,6.813818181818182,0.044382801664355064,0.004160887656033287
TYS,10.530753017819505,8.451995132261576,0.018214822233350025,0.001752519246416724
UIN,12.049653579676674,13.301038062283737,0.07577374599786553,0.017075773745997867
VLD,6.724680432645035,2.8607843137254902,0.008662175168431183,0.0019249278152069298
VPS,7.357059053578412,5.368489753295914,0.020434227330779056,0.0016600689567105094
WYS,-2.485355648535565,3.0632911392405062,0.0,0.008368200836820083
XNA,10.985233265720082,5.62820721013316,0.019727945270861507,0.0015110545570224273
YNG,63.0,59.5,0.0,0.0
