airport_code,total_departure,average_departure_delay,average_departure_taxi,average_departure_cancelled,averge_departure_distance,total_departure_lg10,total_arrival,average_arrival_delay,average_arrival_taxi,average_arrival_diverted,averge_arrival_distance,total_arrival_lg10
HOB,677,2.1394658753709197,12.599406528189911,0.004431314623338257,501.0,2.8305886686851442,677,-1.4026745913818721,5.031157270029674,0.0014771048744460858,501.0,2.8305886686851442
HOU,57841,12.94611671785871,11.543199691054626,0.01517954392213136,698.8376756971699,4.762235792770701,57841,5.174562669388617,5.493782274212246,0.002161096799847859,698.7917221348179,4.762235792770701
HPN,9875,15.683357879234167,16.42837653478854,0.035037974683544304,784.8953924050633,3.9945371042984976,9895,13.892187003074314,5.21437578814628,0.01212733703890854,785.6827690752906,3.9954157985424152
HRL,3443,9.55379188712522,11.463550852439742,0.011908219575951205,318.65669474295674,3.5369370227046737,3444,4.893854748603352,3.272274325908558,0.003193960511033682,318.6498257839721,3.537063142781617
HSV,8619,7.246359654315142,15.974893415442917,0.020420002320454808,419.528947673744,3.9354568807116097,8620,4.537001897533207,4.99313446969697,0.001160092807424594,419.67412993039443,3.9355072658247128
HTS,879,18.10320284697509,10.3214709371293,0.040955631399317405,446.7656427758817,2.9439888750737717,878,9.228132387706856,5.179245283018868,0.003416856492027335,446.25740318906605,2.9434945159061026
HVN,1031,10.375809935205183,10.198481561822126,0.10572259941804074,157.8690591658584,3.0132586652835167,1031,8.956756756756757,3.23952738990333,0.011639185257032008,157.8690591658584,3.0132586652835167
HYA,89,34.39772727272727,8.875,0.011235955056179775,196.0,1.9493900066449128,89,14.170454545454545,3.590909090909091,0.0,196.0,1.9493900066449128
HYS,1078,11.188625592417061,14.562085308056872,0.021335807050092765,209.36363636363637,3.03261876085072,1079,11.839200761179828,4.403791469194313,0.016682113067655237,209.29008341056533,3.0330214446829107
IAD,68700,10.234215855839874,19.806774999630345,0.01564774381368268,920.4528238719068,4.83695673705955,68683,5.820042384812603,5.914917225156451,0.001514202932312217,912.519721037229,4.836849256421771
IAG,811,13.091364205256571,14.271589486858574,0.014796547472256474,1019.7879161528977,2.909020854211156,810,3.669172932330827,8.164160401002507,0.0,1019.5950617283951,2.90848501887865
IAH,173806,8.179046688874548,18.94428198524496,0.010425416844067524,825.0526794241856,5.240064764758872,173782,3.9217751824817517,8.352258440046565,0.0031821477483283656,825.1199261143272,5.240004791068283
ICT,10538,8.19184536974709,14.184668654419545,0.013475042702600113,572.1735623457962,4.022758194236769,10537,5.080292673534226,4.465404574284067,0.0018031697826705894,573.0677612223593,4.02271698005103
IDA,2167,5.360777058279371,14.913506012950972,0.0023073373327180432,320.10429164743886,3.335858911319818,2166,0.5020842982862437,4.442387783433595,0.0009233610341643582,320.0406278855032,3.3356584522893016
IFP,45,-1.6888888888888889,25.2,0.0,188.0,1.6532125137753437,45,-4.911111111111111,4.133333333333334,0.0,188.0,1.6532125137753437
ILM,6585,8.21414913957935,15.32812749003984,0.04722854973424449,314.34168564920276,3.8185557792978027,6585,5.277733439744613,4.281692381103865,0.002733485193621868,314.34168564920276,3.8185557792978027
IMT,652,7.520186335403727,15.16304347826087,0.012269938650306749,297.1641104294479,2.81424759573192,651,-4.278996865203761,4.472049689440993,0.010752688172043012,297.2258064516129,2.813580988568192
IND,48932,9.485569325459537,15.101290818765719,0.016839695904520557,721.584648083054,4.689592967062056,48931,4.975725527751176,6.245666181667013,0.0009196623817211993,719.8277574543745,4.689584091501692
INL,650,2.3051643192488265,17.14397496087637,0.016923076923076923,255.0,2.8129133566428557,650,-2.508607198748044,4.259375,0.0015384615384615385,255.0,2.8129133566428557
ISN,1378,6.7785087719298245,25.89327485380117,0.00725689404934688,560.433962264151,3.139249217571607,1378,0.09558823529411764,5.890270665691295,0.006531204644412192,560.433962264151,3.139249217571607
ISP,6151,13.995804665212283,11.2027208599261,0.032027312632092346,806.5592586571289,3.788945727023748,6153,12.281223735081527,4.619359167924845,0.0035754916300991387,807.2902649114253,3.7890869150880286
ITH,985,13.802658486707566,21.46728016359918,0.007106598984771574,353.41421319796956,2.9934362304976116,986,4.642561983471074,3.9508196721311477,0.011156186612576065,353.2505070993915,2.993876914941211
ITO,6230,-1.2380875724404379,9.369243156199678,0.0032102728731942215,322.0739967897271,3.7944880466591697,6476,-0.8902136884484361,5.644117647058824,0.0006176652254478073,318.0446263125386,3.811306840081336
JAC,4206,11.186586826347305,19.00647016534867,0.007845934379457917,686.6749881122206,3.6238692683503024,4208,8.223263638548426,4.066714490674318,0.006891634980988593,686.7999049429658,3.6240757311456826
JAN,7746,9.471247691901873,14.440311304577232,0.021301316808675447,428.01161890007745,3.8890774926500637,7746,5.6219399232499665,4.744274809160306,0.005293054479731474,428.08843273947843,3.8890774926500637
JAX,31340,10.17079191840447,13.937232108065983,0.017358008934269305,630.6446075303127,4.496098992132572,31342,5.573503135050843,5.601160190556437,0.002073894454725289,631.7222576734094,4.496126706275837
JFK,129684,11.704847599231245,27.497322899505765,0.026495172881774158,1235.322846303322,5.112886397515477,129684,7.255540591155774,9.683894097304844,0.003377440547793097,1235.5732781222048,5.112886397515477
JLN,805,12.75095785440613,17.680715197956577,0.02732919254658385,327.0,2.9057958803678687,805,9.648717948717948,4.39108280254777,0.011180124223602485,327.0,2.9057958803678687
JMS,989,9.35949098621421,16.08271474019088,0.047522750252780584,262.35288169868556,2.9951962915971793,992,4.676972281449894,4.651851851851852,0.02721774193548387,392.78729838709677,2.9965116721541785
JNU,4407,-3.338363054412437,13.731367169638775,0.007714998865441343,494.80848649875196,3.644143050509919,4408,-3.541695382494831,4.074592609593757,0.0052177858439201455,498.2568058076225,3.6442415858437287
KOA,15018,-0.21582397003745318,11.388676972495483,0.004994007191370355,1155.939272872553,4.176612099991867,14772,-3.1052130768707946,5.42493552327949,0.001421608448415922,1172.4716355266721,4.169439298978941
KTN,2430,-2.4885844748858448,12.027823920265782,0.009465020576131687,458.81522633744856,3.385606273598312,2430,-1.5744504355039404,4.378109452736318,0.002880658436213992,458.81522633744856,3.385606273598312
LAN,3513,8.101621308627678,17.52303680092727,0.017648733276401936,202.08966695132366,3.5456781497920256,3512,4.822949869603014,4.375144843568946,0.0002847380410022779,202.01765375854214,3.545554507234065
LAR,625,7.851373182552504,20.140776699029125,0.0112,113.0,2.7958800173440754,624,8.469918699186993,4.656401944894651,0.004807692307692308,113.0,2.795184589682424
LAS,161113,9.960894099120774,15.03428125,0.006976469931042188,992.5684581629043,5.207130584494211,161149,3.54583513244598,6.671936314329276,0.0015327429894073188,992.9311010307231,5.20722761486958
LAW,1342,8.676175790285274,13.83179012345679,0.03502235469448584,140.0,3.1277525158329733,1342,8.768339768339768,3.268875192604006,0.0022354694485842027,140.0,3.1277525158329733
LAX,221486,8.295131300990676,18.9902918368555,0.008569390390363274,1308.0168046738845,5.345346279927472,221516,1.921933221138278,11.926139547597895,0.0011421296881489373,1307.8869697899927,5.3454051005850625
LBB,6373,8.751277139208174,12.995049504950495,0.0175741409069512,377.89314294680685,3.8043439184798657,6372,8.000958466453675,4.288154533844189,0.0006277463904582549,377.888418079096,3.804275767129094
LBE,1090,4.442379182156134,12.58736059479554,0.012844036697247707,798.1761467889909,3.037426497940624,1087,6.461610486891386,6.492523364485981,0.0036798528058877645,798.4461821527138,3.0362295440862948
LBF,569,-3.275800711743772,14.526690391459075,0.012302284710017574,228.0,2.7551122663950713,570,-2.1601423487544484,4.897163120567376,0.0035087719298245615,228.0,2.7558748556724915
LBL,561,7.055855855855856,16.034234234234233,0.0106951871657754,246.3030303030303,2.7489628612561616,561,3.916967509025271,4.922522522522523,0.0035650623885918,246.3030303030303,2.7489628612561616
LCH,1940,4.723214285714286,12.579611140304783,0.01907216494845361,207.96907216494844,3.287801729930226,1941,3.643007360672976,5.000524658971669,0.0020607934054611026,207.9273570324575,3.2880255353883627
LCK,1084,19.771668219944083,12.092264678471574,0.01014760147601476,761.640221402214,3.0350292822023683,1079,8.389148737137512,5.947809878844361,0.0037071362372567192,761.3595922150139,3.0330214446829107
LEX,10097,8.649039433771486,16.916565656565655,0.019510745766069128,423.8244032881054,4.004192356259714,10099,5.828137651821862,4.836460855528652,0.002574512327953263,423.9670264382612,4.0042783722001625
LFT,4560,7.40676826535186,15.87917507285362,0.021929824561403508,337.19451754385966,3.658964842664435,4561,4.50280331912985,5.365875503806539,0.00263100197325148,337.3054154790616,3.6590600722409383
LGA,171093,12.5448618252124,26.32621503555087,0.04074392289573507,708.2300620130572,5.233232241431445,171082,9.42831744474757,8.849064659562918,0.004740416876117885,708.1814977613075,5.2332043186474735
LGB,16796,6.845997245673912,13.36059880239521,0.0057156465825196475,663.1141343176947,4.225205865965902,16798,5.6320273594528105,4.3555608763318565,0.0025598285510179783,662.7746755566138,4.225257576924099
LIH,14207,1.1194937424874496,10.052400820309737,0.00464559724079679,1111.3688322657845,4.152502380461126,14205,-2.098571630603875,6.168042910579434,0.002182330165434706,1111.3445265751495,4.152441238058954
LIT,13232,6.59562423500612,14.153080750095675,0.012847642079806529,491.1958131801693,4.121625492208471,13231,4.5466952921331085,5.318070444104134,0.0015116015418335726,491.0371853979291,4.121592669438407
LNK,1780,9.822857142857142,19.902161547212742,0.012359550561797753,435.6814606741573,3.250420002308894,1780,2.918332381496288,4.145952109464082,0.0022471910112359553,434.7151685393258,3.250420002308894
LRD,2442,8.770807193642828,13.993299832495813,0.022113022113022112,388.2289107289107,3.3877456596088638,2443,4.458630827383453,4.088702928870293,0.004093327875562832,388.19320507572655,3.3879234669734366
LSE,2139,7.395673076923077,17.197596153846153,0.02758298270219729,170.43338008415148,3.330210784571528,2139,4.589620374819798,3.760556621880998,0.001402524544179523,170.43338008415148,3.330210784571528
LWB,576,25.70921985815603,14.929078014184396,0.020833333333333332,296.9947916666667,2.760422483423212,577,14.4375,4.123893805309734,0.012131715771230503,295.86481802426346,2.7611758131557314
LWS,717,-2.4720670391061454,11.776536312849162,0.001394700139470014,461.0,2.8555191556678,717,-7.641350210970464,4.118715083798882,0.00697350069735007,461.0,2.8555191556678
LYH,1066,15.692232055063913,15.468043264503441,0.04596622889305816,175.0,3.0277572046905536,1066,13.469026548672566,3.685546875,0.006566604127579738,175.0,3.0277572046905536
MAF,8768,9.099849065366307,13.226518054104261,0.017791970802919707,418.68978102189783,3.9429005411402938,8769,6.407743285664457,4.136,0.0029649903067624586,418.678412589805,3.942950070077099
MBS,2845,9.659498207885305,17.94454382826476,0.01757469244288225,180.99894551845344,3.45408227073109,2849,9.251615218951903,4.61637468716482,0.002808002808002808,180.93015093015094,3.454692449239477
MCI,56195,7.209083026230219,12.771981147407768,0.014609840733161314,778.4676928552362,4.749697675551072,56195,2.575646824678849,5.162051837803666,0.0017617225731826674,778.5233383753003,4.749697675551072
MCO,138296,13.349142560700272,15.484997296151766,0.010535373401978364,976.5940663504367,5.1408096189881975,138315,6.846807199753553,9.450729459943691,0.0031160756244803527,976.5851281495138,5.140869281078057
MDT,6304,10.721271393643033,15.682537094407305,0.0271256345177665,529.8837246192893,3.7996162044814987,6303,5.270115880528807,5.155023611789611,0.0026971283515786135,529.7709027447247,3.799547307125615
MDW,87095,14.818530141156282,12.368602929076847,0.023193065043917563,797.381043687927,4.939993223495161,87087,3.576433271230809,5.730302566697657,0.003192210088761813,797.7040890144339,4.9399533300979375
MEI,1093,18.258845437616387,15.409133271202236,0.018298261665141813,406.5242451967063,3.038620161949703,1094,13.781103835360149,4.972897196261682,0.0009140767824497258,268.34917733089577,3.039017321997412
MEM,23038,8.60684024713151,15.169483298768919,0.016407674277281015,629.377593541106,4.362444773941054,23037,5.402639244416983,5.346347052084251,0.0013890697573468768,627.2000694534879,4.36242592230863
MFE,4610,10.785332144449399,12.395405887600356,0.027331887201735357,465.87982646420824,3.663700925389648,4611,10.794569330068997,4.124055135615829,0.0010843634786380394,465.9373237909347,3.6637951222194074
MFR,4711,14.630599437351222,16.082449686215107,0.0191042241562301,589.7104648694544,3.673113104238234,4726,9.068132346538963,5.547562296858072,0.009098603470165044,589.2128650021159,3.6744937172963503
MGM,4120,10.183663366336633,17.088257107540173,0.01820388349514563,317.50946601941746,3.6148972160331345,4119,9.2055982164974,3.7541954590325766,0.0012138868657441126,317.4962369507162,3.6147917919564176
MHK,1834,8.864044943820225,13.913337084974676,0.031079607415485277,461.41984732824426,3.263399331334002,1835,8.587605633802816,3.874227961819203,0.004359673024523161,461.1525885558583,3.263636068588108
MHT,9726,5.471716203259827,13.584771033013844,0.034649393378572896,590.0642607443965,3.9879342652321585,9726,5.610317629503304,4.585337305809746,0.0014394406744807733,589.2258893687025,3.9879342652321585
MIA,87880,11.47511145838121,19.004783533605472,0.010480200273099682,1023.6851160673646,4.9438900482484724,87860,4.143697925081358,9.455776204455189,0.002435693148190303,1023.5945139995447,4.9437911989293015
MKE,32507,9.387649763818938,14.133933595948227,0.01605807979819731,762.9193096871443,4.511976891256693,32498,4.133126546981233,5.078365790378544,0.002061665333251277,762.7224752292449,4.511856634342237
MKG,720,4.541850220264317,16.759177679882526,0.05416666666666667,118.25138888888888,2.8573324964312685,721,5.800872093023256,4.66955266955267,0.008321775312066574,118.25242718446601,2.857935264719429
MLB,2453,4.576669414674361,15.021443298969071,0.01141459437423563,459.72849571952713,3.3896975482063856,2452,2.355638166047088,4.793075020610058,0.0020391517128874386,459.7357259380098,3.3895204658463776
MLI,5048,9.94752774974773,16.386340674883815,0.020007923930269414,493.7690174326466,3.703119346236078,5048,6.156009712666936,5.534006054490414,0.003169572107765452,493.8492472266244,3.703119346236078
MLU,3082,10.228571428571428,15.006898817345597,0.012329656067488644,350.3329007138222,3.4888326343824003,3082,7.709677419354839,4.353810775295663,0.0022712524334847503,350.3329007138222,3.4888326343824003
MMH,149,33.50370370370371,22.074074074074073,0.09395973154362416,257.32214765100673,2.173186268412274,149,18.22962962962963,3.9925925925925925,0.0,257.32214765100673,2.173186268412274
MOB,6566,9.798126463700234,14.764237790606959,0.024063356685957965,431.260889430399,3.817300878393321,6565,7.88243581715717,4.367773102695963,0.0036557501904036557,431.2080731150038,3.8172347304254983
MOT,2560,8.839825119236885,18.864864864864863,0.0171875,562.821875,3.4082399653118496,2559,2.857541899441341,5.386417791898332,0.004689331770222743,562.5947635795233,3.4080702858871854
MQT,1352,16.52809853733641,18.238058551617872,0.03994082840236687,320.4378698224852,3.130976691605617,1354,10.86484375,4.891203703703703,0.01624815361890694,320.0974889217134,3.1316186643491255
MRY,3911,10.116393868537282,16.62889812889813,0.016108412170800307,370.78880081820506,3.5922878159521305,3912,5.44062007356805,3.4477650727650726,0.0135480572597137,370.93916155419225,3.592398846115564
MSN,13183,8.243553008595988,14.871894109451196,0.020025790791170447,522.3515133125995,4.120014252078067,13188,3.216096766689928,4.747389589295382,0.0021231422505307855,522.1400515620261,4.120178938471115
MSO,3430,6.878734622144113,15.431751611013475,0.004664723032069971,744.4040816326531,3.5352941200427703,3429,1.4450968878449795,6.750219362386662,0.004082822980460776,744.5742198891805,3.535167485114944
MSP,159375,7.584445516768467,20.051684795010267,0.010265098039215687,771.6735184313726,5.20242019777803,159365,1.0452334166396398,6.024577270939835,0.00221504094374549,771.5391585354375,5.202392947073252
MSY,55883,10.119971745784508,12.214950563181342,0.011846178623194889,802.2173469570353,4.747279712554409,55887,4.315527117169373,5.510520887988276,0.0020219371231234456,802.1282767012007,4.747310797423844
MTJ,1494,8.800136892539356,17.137577002053387,0.02208835341365462,668.727576974565,3.1743505974793798,1494,4.508904109589041,5.606267029972752,0.006024096385542169,668.727576974565,3.1743505974793798
MVY,492,19.89958158995816,15.809128630705395,0.02032520325203252,198.97560975609755,2.69196510276736,492,2.1538461538461537,4.790890269151139,0.0,198.97560975609755,2.69196510276736
MYR,11602,9.090925266903914,13.357009345794392,0.03189105326667816,436.2049646612653,4.064532861131578,11603,4.139733333333333,5.003197158081705,0.0008618460742911316,436.24140308540893,4.064570292244026
OAJ,3110,11.761533242876526,17.55600539811066,0.04694533762057878,277.87845659163986,3.4927603890268375,3110,10.784844384303112,3.5210084033613445,0.0019292604501607716,277.87845659163986,3.4927603890268375
OAK,52676,8.421102150537635,12.362080884894572,0.011466322423874251,762.7071911306857,4.721612788995079,52650,3.0851305334846764,5.799950016340811,0.0007787274453941121,762.9612725546059,4.721398375521505
OGD,126,19.064,8.304,0.007936507936507936,552.8968253968254,2.100370545117563,126,7.312,5.368,0.0,552.8968253968254,2.100370545117563
OGG,25418,2.348591966507366,10.489470148958869,0.004288299630183335,1310.7537571799512,4.40514137536295,25412,-0.8614557812376511,6.807498026835043,0.0014166535495041713,1310.7747520856287,4.405038846663224
OGS,137,13.984126984126984,16.428571428571427,0.08029197080291971,1176.7153284671533,2.1367205671564067,137,-5.365853658536586,7.023809523809524,0.029197080291970802,1176.7153284671533,2.1367205671564067
OKC,23268,7.8144424131627055,13.574787720444155,0.013022176379577102,609.7091284167096,4.36675905512633,23270,6.459964218702273,5.022940971617621,0.0029222174473571122,610.0765792866351,4.36679638328673
OMA,25020,7.600470702807986,14.72185242308629,0.015267785771382894,729.0948041566746,4.398287305357401,25023,3.3204514086222296,4.362954858578491,0.0016784558206450065,728.7473923989929,4.398339375914612
OME,721,-5.105491329479769,8.657018813314037,0.04160887656033287,513.8183079056865,2.857935264719429,721,-4.72197962154294,3.566229985443959,0.011095700416088766,385.9348127600555,2.857935264719429
ONT,21279,7.685932026886301,11.14927563677682,0.007425160956811881,577.2635462192773,4.327951214568193,21277,4.7544034090909095,4.276095391312577,0.0009399821403393336,577.249330262725,4.32791039358105
ORD,332953,12.354664639007101,22.471002841414695,0.021432454430505208,738.9066955396107,5.522382932361394,332942,8.088046629248135,13.763979929408581,0.0031266707114152013,739.003246811757,5.522368584035303
ORF,22785,12.575877792977657,15.44056135234884,0.037041913539609395,458.1689708141321,4.357649032918467,22792,7.940840566468707,4.47300560389995,0.0017111267111267112,458.0240435240435,4.35778243623142
ORH,964,22.02918918918919,12.656926406926408,0.04149377593360996,898.6109958506224,2.984077033902831,974,17.886486486486486,4.693965517241379,0.014373716632443531,900.2361396303902,2.9885589568786157
OTH,371,29.1731843575419,15.03921568627451,0.03773584905660377,469.55256064690025,2.569373909615046,371,21.47605633802817,3.95,0.0215633423180593,469.55256064690025,2.569373909615046
OTZ,722,-3.2420749279538903,8.601731601731602,0.04016620498614958,391.2825484764543,2.858537197569639,722,-4.475504322766571,3.825648414985591,0.0110803324099723,522.2174515235457,2.858537197569639
OWB,111,27.635514018691588,5.813084112149533,0.036036036036036036,706.0,2.0453229787866576,110,6.009345794392523,6.91588785046729,0.0,706.0,2.041392685158225
PAH,719,8.111918604651162,14.696220930232558,0.043115438108484005,342.0,2.8567288903828825,720,9.641288433382138,4.373913043478261,0.009722222222222222,342.0,2.8573324964312685
PBG,952,13.554968287526426,14.702959830866808,0.0063025210084033615,1064.03256302521,2.9786369483844743,952,2.4585987261146496,5.5554382259767685,0.005252100840336135,1063.264705882353,2.9786369483844743
PBI,25083,13.806329884357883,14.567283499715932,0.017621496631184466,921.790575290037,4.399379478152629,25084,7.135034124146896,4.524527689937566,0.0019534364535161858,921.8164965715197,4.399396792103312
PDX,63079,4.440690128043627,13.628871734345593,0.006055898159450847,1102.0932481491463,4.799884799781717,63066,0.7136426758607479,4.720284515892382,0.0008562458376938446,1100.522024545714,4.799795286471086
PGD,5223,10.356909475302709,10.286949836632711,0.00421213861765269,969.0754355734252,3.7179200258369938,5229,12.596833365514579,6.920854997111496,0.003633581946834959,969.0567986230636,3.7184186418296554
PGV,896,20.689987937273823,15.25876662636034,0.07700892857142858,203.0,2.9523080096621253,896,18.991525423728813,3.1265060240963853,0.006696428571428571,203.0,2.9523080096621253
PHF,2669,13.044037412314887,14.257309941520468,0.038965904833270885,373.1423754215062,3.4263485737875077,2667,10.266874756145143,4.464049747376603,0.003374578177727784,372.23884514435696,3.4260230156898763
PHL,116946,11.560894649490239,22.312220297704354,0.0275597284216647,841.940553759855,5.067985371868675,116944,6.151101469213539,8.10530624460837,0.0019496511150636203,842.1184669585442,5.067977944539898
PHX,173962,9.072545909269852,15.30621652141182,0.007495889906991182,934.789919637622,5.240454392003018,173953,4.361970004477811,7.922491554348205,0.0018798181117888166,934.8267290589987,5.240431923007211
PIA,5348,10.941199004022218,16.86354066985646,0.02337322363500374,517.8666791323859,3.7281913985899466,5348,7.5760536398467435,4.983196486538095,0.0029917726252804786,517.6615557217651,3.7281913985899466
PIB,729,11.014084507042254,16.398591549295773,0.02606310013717421,69.0,2.8627275283179747,729,16.175388967468177,4.519718309859155,0.010973936899862825,265.2304526748971,2.8627275283179747
PIE,7487,7.175869944914685,12.648125755743651,0.006277547749432349,878.2068919460398,3.874307833128039,7497,11.319859876044193,7.007934373318989,0.0020008003201280513,878.156329198346,3.8748875108461123
PIH,1262,-2.388580491673275,14.083267248215702,0.000792393026941363,150.0,3.1010593549081156,1262,-3.046899841017488,3.3380952380952382,0.001584786053882726,150.0,3.1010593549081156
PIT,49113,7.9032304975589485,15.99285788435586,0.019465314682466962,646.770814244701,4.691196463222471,49115,4.4303705397036515,5.859135343807725,0.00040720757406087753,646.8518171637993,4.69121414838279
PLN,1027,8.7548125633232,15.813387423935092,0.03992210321324245,199.11879259980526,3.0115704435972783,1027,2.5861365953109074,5.419878296146044,0.021421616358325218,199.11879259980526,3.0115704435972783
PNS,11386,6.471666070790132,13.41770227983907,0.017653258387493414,500.9233268926752,4.056371179475529,11388,4.316334732517639,4.363393096066363,0.0016684229012996136,501.0345100105374,4.056447458474917
PPG,122,45.385245901639344,15.704918032786885,0.0,2599.0,2.0863598306747484,122,41.256198347107436,13.39344262295082,0.00819672131147541,2599.0,2.0863598306747484
PRC,236,9.948936170212766,19.378723404255318,0.00423728813559322,456.864406779661,2.3729120029701067,237,5.203389830508475,3.652542372881356,0.0,457.28691983122366,2.374748346010104
PSC,2886,6.5724307260610315,15.513684210526316,0.012474012474012475,695.7134442134442,3.4602963267574753,2885,2.26592022393282,5.146801817546312,0.0010398613518197574,695.7802426343154,3.46014581749175
PSE,792,8.278562259306804,12.82798459563543,0.016414141414141416,1369.2424242424242,2.8987251815894934,792,13.655128205128205,5.269230769230769,0.0025252525252525255,1369.2424242424242,2.8987251815894934
PSG,724,-6.861344537815126,8.950980392156863,0.013812154696132596,77.0,2.859738566197147,725,-0.9495091164095372,3.814866760168303,0.006896551724137931,77.06344827586207,2.8603380065709936
PSM,303,24.225589225589225,13.239057239057239,0.019801980198019802,1170.5973597359737,2.481442628502305,300,7.655405405405405,5.508417508417509,0.0033333333333333335,1170.4133333333334,2.4771212547196626
PSP,10619,6.835421412300684,15.221114592233931,0.008098691025520294,719.3388266315095,4.026083620800987,10620,3.095496009122007,5.533978739559605,0.002071563088512241,718.9968926553672,4.02612451674545
PUB,902,8.582122905027934,14.808724832214764,0.008869179600886918,140.7450110864745,2.9552065375419416,901,6.0369127516778525,4.531319910514541,0.003329633740288568,140.78024417314094,2.954724790979063
PVD,18733,8.80801583374567,13.434763476347635,0.0295200982223883,659.9874552927988,4.272607333120826,18729,7.561354406761058,4.749657252536331,0.0009076832719312297,659.5059533344012,4.272514589650952
PVU,547,14.472222222222221,13.348148148148148,0.012797074954296161,497.8884826325411,2.737987326333431,545,5.167597765363128,5.558441558441558,0.003669724770642202,497.9651376146789,2.7363965022766426
PWM,12137,11.923943904327626,15.271384403984884,0.040701985663673064,497.50638543297356,4.084111351940677,12138,7.466723915843709,4.280766270418199,0.002142033283901796,496.7854671280277,4.084147133154448
RAP,4247,10.855539637058262,16.55025065648126,0.013892159171179657,593.05486225571,3.6280822609906793,4249,5.978962467128855,5.9952369611812335,0.004236290891974582,593.0809602259355,3.6282867310895144
RDD,1169,14.014964788732394,15.161091549295774,0.028229255774165955,199.0,3.0678145111618402,1169,5.639964788732394,4.491644678979771,0.000855431993156544,199.0,3.0678145111618402
RDM,3773,10.934083601286174,16.614147909967844,0.011131725417439703,587.2894248608534,3.5766868052009957,3771,3.722535589578297,4.614477211796246,0.0026518164942985947,589.3208697958102,3.5764565324056203
RDU,60724,13.36454639542578,18.10174689506769,0.028193136157038404,648.7556485080034,4.783360371594783,60727,6.618979066458912,5.941503660247848,0.0013009040459762544,647.9832364516607,4.783381826888621
RFD,673,9.949025487256371,11.010494752623687,0.008915304606240713,1194.3967310549776,2.828015064223977,673,-3.3033033033033035,6.244011976047904,0.0029717682020802376,1194.3967310549776,2.828015064223977
RHI,724,7.769662921348314,21.120786516853933,0.016574585635359115,190.0,2.859738566197147,726,1.1605633802816901,4.098314606741573,0.005509641873278237,190.0,2.8609366207000937
RIC,23224,12.280722731499933,17.705343308690072,0.027428522218394764,521.8225973131243,4.365937022823617,23224,8.51841673684677,6.422022809654319,0.0019807096107475027,523.1825266965209,4.365937022823617
RKS,680,7.181277860326895,15.566121842496285,0.010294117647058823,260.0,2.832508912706236,680,5.797317436661699,3.2005943536404162,0.0029411764705882353,260.0,2.832508912706236
RNO,18112,8.915522703273496,13.876876042245692,0.006735865724381626,555.2049469964664,4.257966409508177,18110,5.057724391057724,4.519014045411647,0.0018774157923799005,555.1810049696301,4.257918450314058
ROA,2463,15.323320817688778,19.25626043405676,0.027202598457166056,371.514413317093,3.3914644118391033,2463,6.1865328314512755,5.928868552412646,0.0060901339829476245,371.514413317093,3.3914644118391033
ROC,14388,9.873740282176792,15.449709239715702,0.031971087016958576,435.1736864053378,4.158000429146473,14385,5.456793673616104,5.713886500429923,0.0011817865832464372,434.548070907195,4.157909866226345
ROW,1371,8.671641791044776,13.659701492537314,0.02261123267687819,434.47045951859957,3.1370374547895126,1371,4.821241585639491,4.6597170513775135,0.005105762217359592,434.47045951859957,3.1370374547895126
RST,3257,12.17926019601644,19.02404302435938,0.02947497697267424,280.5010746085355,3.512817758564873,3257,11.19620253164557,4.166403536469845,0.00368437212158428,280.5600245624808,3.512817758564873
RSW,32351,10.304774136958837,12.90173537150733,0.01322988470217304,988.8432505950357,4.5098877096652945,32348,4.22323641040118,5.310692375109553,0.002133053048101892,988.7319154198095,4.509847434438578
SAF,1419,7.706222865412446,16.591895803183792,0.026074700493305146,506.9985905567301,3.151982395457474,1420,7.730573710965868,4.32514450867052,0.008450704225352112,506.837323943662,3.1522883443830563
SAN,90699,8.117397642921532,16.753239091718612,0.00949293818013429,1030.1793184048336,4.957602498781418,90673,2.4809945921837544,4.049842467964775,0.0024373297453486706,1030.0856374003286,4.957477985001928
SAT,39575,8.920336820617505,12.288400694019188,0.009703095388502843,789.2739861023373,4.5974209235343935,39577,4.795402298850575,4.379269038637985,0.0021729792556282688,789.4347221871288,4.597442870900575
SAV,15825,11.655011049005589,15.28727060501913,0.025529225908372827,503.1619589257504,4.199343718689392,15826,4.890086346815555,5.571576561994173,0.0017060533299633515,502.641096929104,4.199371161391491
SBA,7084,8.33152018322359,16.314199828227885,0.01383399209486166,474.91473743647657,3.850278552518037,7083,6.7925287356321835,4.562132721800201,0.002964845404489623,473.6277001270648,3.8502172417983895
SBN,6943,12.01403713993274,18.965794474492032,0.014691055739593836,436.78914014114935,3.841547165256553,6945,8.282985600940346,5.2798885140090945,0.002591792656587473,436.72814974802014,3.841672250073634
SBP,4840,10.359103289335847,16.880343671416597,0.014049586776859505,381.6931818181818,3.6848453616444123,4840,7.675147182506308,4.425041876046901,0.004752066115702479,381.52603305785124,3.6848453616444123
SCC,935,-7.606717226435537,7.789815817984832,0.012834224598930482,297.87807486631016,2.9708116108725178,935,-3.3184782608695653,3.5911062906724514,0.009625668449197862,569.7176470588236,2.9708116108725178
SCE,1355,9.630044843049328,17.065022421524663,0.012546125461254613,361.4774907749077,3.1319392952104246,1355,4.967717717717718,3.785820895522388,0.006642066420664207,361.4774907749077,3.1319392952104246
