ORIGIN,total_departure,average_departure_delay,average_departure_taxi,average_departure_cancelled,averge_departure_distance,total_departure_lg10,total_arrival,average_arrival_delay,average_arrival_taxi,average_arrival_diverted,averge_arrival_distance,total_arrival_lg10
KTN,2374,7.0395189003436425,12.799398625429554,0.019376579612468407,445.25063184498737,3.3754807146185724,2373,3.9926629261976694,4.503879310344828,0.014327855035819638,445.1517067003793,3.375297738217339
LAN,2864,1.988538681948424,13.937298459333572,0.02548882681564246,123.67912011173185,3.456973013635818,2865,3.051089674883887,3.4169939307390216,0.0010471204188481676,123.92774869109948,3.457124626303409
LAS,153993,7.343780824781327,14.731114508604806,0.006175605384660342,927.061009266655,5.1875009797295295,153984,0.35781064082950875,6.486582880434782,0.0009026911886949293,926.9081852660016,5.1874755969877135
LAW,323,3.4207119741100325,9.511326860841423,0.043343653250773995,429.85758513931887,2.509202522331103,322,-1.8766233766233766,2.8863636363636362,0.0,428.69565217391306,2.507855871695831
LAX,192879,5.793009796123415,13.9501863171998,0.009617428543283613,1032.2836337807641,5.285284945733107,192916,0.566473594548552,8.390613544481452,0.0009848846129921832,1032.6695349271185,5.285368248502088
LBB,8002,6.890821378697473,9.163957327914655,0.01612096975756061,361.9192701824544,3.903198547042978,8004,5.467420297218341,3.678458222391277,0.0022488755622188904,361.92203898050974,3.903307079964174
LCH,1168,2.9124024284475283,11.730268863833478,0.012842465753424657,185.1095890410959,3.0674428427763805,1170,9.682842287694974,4.25021645021645,0.0017094017094017094,185.15384615384616,3.0681858617461617
LEX,8394,7.269023073146784,14.01191207171804,0.03002144388849178,415.15320467000237,3.9239689648754714,8389,6.591037100526509,4.386327503974563,0.0011920371915603767,415.1195613303135,3.9237101943965627
LFT,5131,4.496133254015467,12.459523809523809,0.017735334242837655,306.2276359384136,3.7102020146553847,5134,5.979381443298969,4.816023738872404,0.002337358784573432,306.19594857810677,3.7104558643354246
LGA,100334,8.470173473937432,26.638458424587153,0.03982697789383459,714.8702334203759,5.001448126542215,100323,10.111922699668176,7.871528463224828,0.00555206682415797,718.5281739979865,5.001400510567634
LGB,14529,3.5668049792531122,13.894660395628717,0.004955606029320669,937.0273246610228,4.1622357237662015,14533,0.6060164968461912,5.299633496991909,0.0025459299525218467,936.9398610059864,4.1623552735520795
LIH,12458,-0.730487313733387,7.843513295729251,0.0038529458982180125,583.0166158291861,4.095448326538122,12459,1.626723651318442,5.267766599597586,0.001926318324103058,580.0564250742435,4.095483185829541
LIT,17359,9.1933111539135,11.519502510802289,0.013537646177775217,453.756149547785,4.239524703156667,17362,7.691917424772568,4.798858607034708,0.0014399262757746802,453.99193641285564,4.239599751885042
LMT,1452,15.456201822004205,10.306338028169014,0.024104683195592287,277.5,3.161966616364075,1452,7.906732117812061,3.4307692307692306,0.0048209366391184574,277.5,3.161966616364075
LNK,2765,4.941262848751836,10.498344979771975,0.016636528028933093,463.1146473779385,3.441695135640717,2765,5.057205720572057,4.4602709630172095,0.0018083182640144665,463.0119349005425,3.441695135640717
LRD,2549,6.579010856453558,10.165728077232503,0.02471557473519027,353.2891329933307,3.4063698354692673,2550,6.463365539452496,3.5393574297188755,0.00392156862745098,353.2686274509804,3.406540180433955
LSE,2313,1.8500889679715302,10.781931464174455,0.028534370946822308,212.0064850843061,3.3641756327706194,2316,2.6988485385296723,3.7172566371681417,0.0008635578583765112,212.0151122625216,3.3647385550553985
LWB,58,28.396551724137932,14.637931034482758,0.0,363.91379310344826,1.7634279935629373,57,17.596491228070175,3.263157894736842,0.0,369.0,1.7558748556724915
LWS,606,1.033112582781457,11.428807947019868,0.0033003300330033004,460.38613861386136,2.782472624166286,605,-0.19102990033222592,4.971807628524046,0.001652892561983471,461.0,2.781755374652469
LYH,872,9.12192262602579,13.512309495896835,0.021788990825688075,389.0,2.940516484932567,872,11.83704572098476,3.098360655737705,0.0011467889908256881,389.0,2.940516484932567
MAF,6523,5.101805728518057,9.189912826899128,0.015330369461904032,388.4885788747509,3.8144473785224875,6526,5.978186350888127,3.582064034815045,0.003371130861170702,388.4532638676065,3.814647069451856
MBS,3444,1.4757656853999406,14.436791890280263,0.026713124274099883,176.80981416957027,3.537063142781617,3443,5.521674584323041,3.6935627410264016,0.0011617775196049957,170.85129247749057,3.5369370227046737
MCI,50403,6.441888425777493,12.517309118608054,0.01033668630835466,678.9352816300617,4.702456386538203,50397,3.5709841855984585,5.444139615916054,0.002658888425898367,678.4115919598389,4.7024046848141055
MCO,120944,8.367914803052724,13.118700011639701,0.005556290514618336,902.016652334965,5.0825843279973935,120936,3.338964845376276,7.074938278788685,0.001678573791096117,902.1548422306013,5.082555600067375
MDT,6659,6.051132884262095,13.901807598039216,0.019822796215647996,509.42739150022527,3.8234090148925444,6656,5.334712643678161,4.435466625935543,0.003455528846153846,509.5969050480769,3.8232133132826673
MDW,84047,10.837050523441055,11.712235730969635,0.006710531012409723,792.5629707187645,4.924522216208587,84046,0.9762397191092299,5.224890934368857,0.003783642291126288,792.5714965614069,4.924517048896659
MEI,672,4.851908396946565,12.48091603053435,0.025297619047619048,267.0,2.8273692730538253,672,10.507621951219512,3.810030395136778,0.002976190476190476,267.0,2.8273692730538253
MEM,71713,4.753998702361138,17.27209223561288,0.012257191862005494,521.9015799088031,4.855597890904916,71721,2.720907479617157,7.41797720999363,0.0018404651357343037,520.2451583218304,4.855646336264576
MFE,4529,2.7051196065280574,10.991053455602774,0.012806359019651136,423.20865533230295,3.656002320682957,4528,4.199731303179579,4.158552925413131,0.0033127208480565372,423.232332155477,3.6559064181802152
MFR,4358,7.934050514499532,10.228517911496137,0.02065167508031207,405.971317117944,3.6392872259102367,4354,5.662676056338028,3.470987365465606,0.005282498851630684,405.8302710151585,3.6388884247050757
MGM,4142,8.629948364888124,15.78406296114117,0.01859005311443747,226.77522935779817,3.617210094557434,4144,4.726333907056799,3.4290275049115913,0.0014478764478764478,226.85135135135135,3.6174197467371765
MHK,254,11.540650406504065,11.565040650406504,0.031496062992125984,431.0,2.404833716619938,255,6.445344129554656,3.8548387096774195,0.00784313725490196,431.0,2.406540180433955
MHT,14753,8.204031262854793,12.393307734503566,0.011523080051514947,674.6539686843354,4.168880342413643,14757,4.35061372831379,4.541712328767123,0.0011519956630751508,674.2894897336857,4.168998077278994
MIA,63943,14.444623172635662,16.669043749901395,0.008882911342914784,1018.3638553086342,4.805793008114613,63949,8.115052929727677,8.583321499013806,0.0028772928427340536,1018.3608656898466,4.805833757604704
MKE,44534,6.4045575614087005,13.857796911302446,0.01452822562536489,571.2715228813939,4.648691704785602,44552,3.5532191780821916,5.27265267045066,0.0019752199676782187,571.6137996049561,4.648867204881703
MLB,1948,13.038461538461538,13.622268470343393,0.013347022587268994,443.0,3.2895889525425965,1946,12.421655387818845,4.01040041601664,0.0010277492291880781,443.0,3.289142835932333
MLI,7925,6.120427614631633,11.794098698621312,0.020694006309148263,474.7194952681388,3.898999270889789,7926,5.779008370895042,3.7323219336590383,0.0018925056775170325,478.3130204390613,3.8990540679981707
MLU,2314,8.427935943060499,9.938612099644129,0.028522039757994815,354.4641313742437,3.3643633546157306,2315,9.623889875666075,3.510421286031042,0.0017278617710583153,354.4241900647948,3.364550995353972
MOB,6691,7.341772151898734,11.713152273420812,0.020475265281721715,377.4399940218204,3.825491029879431,6691,6.157380552587391,3.8636086558975924,0.001942908384396951,377.4026303990435,3.825491029879431
MOD,1679,14.573103022825416,10.157407407407407,0.03513996426444312,78.0,3.225050696138049,1679,11.209975369458128,2.7216748768472905,0.0,78.0,3.225050696138049
MOT,332,3.951923076923077,13.112179487179487,0.060240963855421686,449.0,2.5211380837040362,332,7.546325878594249,5.920634920634921,0.009036144578313253,449.0,2.5211380837040362
MQT,833,2.757020757020757,10.296703296703297,0.01680672268907563,249.63385354141656,2.9206450014067875,833,9.813186813186814,4.595615103532277,0.003601440576230492,249.55342136854742,2.9206450014067875
MRY,6087,5.663085445694142,10.322309887527279,0.021356990307212092,279.45835386890093,3.7844033017530085,6089,3.727257412398922,3.3817754656821615,0.008704220725899162,279.4618163902119,3.7845459740545224
MSN,12902,4.625138165166588,13.663636363636364,0.019531855526274997,337.67446907456207,4.110657037558031,12897,3.636026510967335,4.446055638742218,0.0012405985888191051,348.97100100798633,4.11048869983667
MSO,3181,3.341904761904762,11.821156289707751,0.010374096196164728,568.8978308707954,3.502563669107363,3183,2.7729007633587788,4.757931472081219,0.005026704366949419,568.5428840716305,3.502836638621003
MSP,119732,5.5878206911669235,18.6910575276843,0.009963919420038086,801.6820565930578,5.078210237007229,119759,2.9114532634733075,8.18574603469693,0.0017785719653637723,802.0931621005519,5.078308160946427
MSY,35755,6.707664182252848,11.04135137415961,0.005845336316599077,640.2312683540764,4.553336782376888,35754,4.03713087295555,4.5289272461486565,0.0013984449292386866,639.9370140403871,4.553324635808431
MTJ,2587,7.189580885233059,12.461598746081505,0.01352918438345574,402.24932354078084,3.4127964287165433,2585,3.922895357985838,3.8133333333333335,0.003481624758220503,402.4081237911025,3.412460547429961
MWH,402,-4.200507614213198,10.951776649746193,0.01990049751243781,141.0,2.60422605308447,404,-7.174242424242424,4.217171717171717,0.0,141.0,2.606381365110605
MYR,4511,7.349299593312246,15.904363554148768,0.01950786965196187,309.01573930392374,3.6542728270977105,4515,7.559333483449674,3.780427446569179,0.0011074197120708748,309.0584717607973,3.6546577546495245
OAJ,1574,9.918954248366013,11.7,0.02795425667090216,397.0177890724269,3.1970047280230456,1573,9.849019607843138,2.6315789473684212,0.006357279084551812,397.0165289256198,3.196728722623287
OAK,49707,5.467855180413944,9.173065179334772,0.011728730359909068,655.6453819381576,4.696417552663002,49708,-0.5591229284579992,5.455555555555556,0.0005230546390922991,656.4710107025027,4.696426289664097
OGG,20628,0.9943989869472044,8.294203604481247,0.004750824122551871,842.4585030056235,4.3144571227346775,20631,1.7777290875450384,5.321803852889667,0.0009209442101691629,881.1585478163928,4.314520279061685
OKC,22050,5.413613530577446,11.50076103500761,0.016780045351473923,540.6432199546485,4.343408593803857,22044,5.588732004429679,4.735346931258345,0.003130103429504627,541.5817909635275,4.343290402353433
OMA,25592,5.952777117502575,12.871927042030135,0.01469209127852454,618.0468505783057,4.40810422707605,25585,5.13889439270854,4.874401677281538,0.0023060386945475864,618.3439124487004,4.407985421308136
OME,1082,7.248015873015873,5.336643495531281,0.06931608133086876,420.88170055452866,3.0342272607705505,1082,3.134010152284264,3.49645390070922,0.034195933456561925,302.10536044362294,3.0342272607705505
ONT,25453,4.807800435557315,9.928483744505604,0.008014772325462617,532.5152634267081,4.4057389775042495,25457,3.016296823701594,4.374090477696932,0.0002749734846996897,532.6726637074282,4.405807222561457
ORD,313848,9.72270025667468,17.207796055094555,0.02146899135887436,679.9099723433,5.496719365448953,313769,3.2124066489213674,9.599413342218128,0.0023998546701554328,680.1727927233092,5.496610033597675
ORF,15238,8.168813919511223,13.048837209302325,0.01240320252001575,568.7206326289539,4.182927969236992,15245,6.731242108061408,4.394435243458099,0.0035421449655624795,575.4882256477533,4.1831274287013995
OTH,1396,14.62992700729927,10.41970802919708,0.019340974212034383,296.2005730659026,3.144885418287142,1395,5.891812865497076,2.9708242159008025,0.00931899641577061,296.2910394265233,3.144574207609616
OTZ,1079,9.09792284866469,5.242334322453017,0.06302131603336422,304.77386468952733,3.0330214446829107,1079,3.7073662966700303,3.9277833500501504,0.030583873957367932,427.22613531047267,3.0330214446829107
OXR,1171,-1.917832167832168,9.447944006999125,0.02391118701964133,49.0,3.068556895072363,1171,-2.976460331299041,3.3034001743679164,0.0,49.0,3.068556895072363
PBI,25500,10.345314353499408,13.155644331935765,0.008666666666666666,869.7080784313725,4.4065401804339555,25496,6.719214164059096,4.67300395256917,0.002157201129588955,869.5211013492312,4.406472050465676
PDX,52242,3.888882481836005,12.267302368502,0.004574863136939627,929.7703380421883,4.718019794843153,52251,1.1439218858331408,4.192113109550832,0.001492794396279497,930.1951350213393,4.718094606559666
PFN,3812,10.303272146847565,13.779079052435454,0.014428121720881428,297.26495278069257,3.5811528919662887,3812,7.254855014631551,3.0812533191715348,0.0031479538300104933,297.26495278069257,3.5811528919662887
PHF,5962,10.452688904016338,11.637446808510639,0.014592418651459242,485.66286481046626,3.775391971696612,5962,10.222316865417376,4.887867959843457,0.0020127474002012745,485.6259644414626,3.775391971696612
PHL,92846,10.259791666666667,24.420259637648556,0.018643775714624215,936.7613359757017,4.9677631981636,92851,7.010912130945571,7.559790601198446,0.00303712399435655,941.1882909177068,4.967786585427907
PHX,183502,6.273028822694102,14.860756647674616,0.006392300901352574,881.638581595841,5.263640802017156,183491,0.8730964746572966,7.11098888406092,0.0014060635126518467,881.2320822274662,5.263614767518938
PIA,4864,3.457397202204324,11.962640628316706,0.03145559210526316,321.6988075657895,3.6869935662646784,4862,3.4209855564995753,3.9280865507000424,0.001439736733854381,321.7494858083093,3.6868149545073168
PIH,1436,-3.9419674451521587,11.334748761500354,0.016713091922005572,150.0,3.1571544399062814,1436,-1.139929328621908,3.2897526501766783,0.0,150.0,3.1571544399062814
PIR,3,37.0,17.666666666666668,0.0,1046.6666666666667,0.47712125471966244,3,20.5,4.666666666666667,0.3333333333333333,1046.6666666666667,0.47712125471966244
PIT,34708,7.78665268431938,15.218552313208757,0.011870462141293074,658.1096577158004,4.5404295887797685,34706,4.459959770282483,5.9029713919850995,0.0018728750072033655,662.4425459574713,4.540404562446059
PLN,359,7.008645533141211,12.4178674351585,0.033426183844011144,244.02228412256267,2.5550944485783194,359,-1.59375,4.857954545454546,0.002785515320334262,244.02228412256267,2.5550944485783194
PNS,9494,7.621888412017167,12.885407725321889,0.018432694333263114,392.9643985675163,3.9774492273823414,9499,6.0473277527366385,4.258886509635975,0.003579324139383093,392.8778818823034,3.9776778876739938
PSC,2870,0.902875175315568,10.783233952998948,0.00662020905923345,638.9735191637631,3.4578818967339924,2871,0.0559662090813094,4.783508771929824,0.00522466039707419,638.9850226401951,3.458033192496506
PSE,698,-2.260869565217391,11.357971014492753,0.011461318051575931,1397.2478510028652,2.843855422623161,697,6.593613933236575,4.490566037735849,0.0028694404591104736,1396.3055954088952,2.8432327780980096
PSG,662,13.736024844720497,9.9472049689441,0.027190332326283987,77.0,2.8208579894397,662,9.843505477308295,3.6071987480438183,0.015105740181268883,77.0,2.8208579894397
PSP,11276,3.441912421805183,12.084577559231112,0.008070237672933665,503.2807733238737,4.052155067199565,11278,1.525134168157424,4.847039914278061,0.002748714311048058,503.2347047348821,4.0522320902523346
PVD,18274,8.468173278815339,13.09164271501216,0.010068950421363685,696.3268031082412,4.261833620575751,18269,4.39112167615678,4.6821645499723905,0.0012589632711150036,697.144123925776,4.261714775794366
PWM,6508,7.757604264659768,14.757100266750353,0.02089735709895513,580.0434849416104,3.8134475442648212,6510,5.23056468011888,3.971245507110486,0.001075268817204301,582.221198156682,3.813580988568192
RAP,3864,4.004008551576697,11.405831995719636,0.03260869565217391,387.84057971014494,3.587037117743456,3861,3.3431477516059958,4.062433297758805,0.004921004921004921,387.73530173530173,3.586699801624049
RDD,1433,11.343484419263456,9.939093484419264,0.01465457083042568,199.0,3.1562461903973444,1433,8.613636363636363,3.7771469127040453,0.0006978367062107466,198.89881367759943,3.1562461903973444
RDM,3176,3.7863031071655042,10.875912408759124,0.00850125944584383,352.6215365239295,3.5018804937550585,3177,0.9939701682005713,3.4067850348763473,0.0018885741265344666,352.7834435001574,3.5020172148271476
RDU,53382,8.208678786034836,15.184736892187649,0.015829305758495373,530.6423138885767,4.727394840951908,53371,4.890133120036565,5.0439000266291325,0.0013303104682318113,533.6036424275355,4.727305340154407
RHI,41,0.05128205128205128,11.0,0.04878048780487805,190.0,1.6127838567197355,41,6.589743589743589,4.358974358974359,0.0,190.0,1.6127838567197355
RIC,16913,7.95250135452411,16.52440053018436,0.018802104889729793,526.9298764264175,4.228220648868423,16908,6.1882381296698,5.616560356240221,0.0018334516205346582,526.7455050863497,4.2280922391569815
RKS,1767,0.8190309398715704,11.278103044496486,0.0345217883418223,219.8087153367289,3.247236549506764,1764,2.2115384615384617,3.146767617938264,0.0017006802721088435,219.6814058956916,3.246498580795801
RNO,19316,5.244671426338006,10.767799437089545,0.00683371298405467,494.157900186374,4.285917196728309,19317,2.296914965808843,4.62357355010161,0.0030543044986281512,493.9781539576539,4.285939679811786
ROA,3730,9.371816168327797,15.235081876214267,0.03431635388739947,369.88739946380696,3.571708831808688,3731,8.047222222222222,5.036750483558994,0.008040739748056821,354.70972929509514,3.571825249040829
ROC,13126,8.197272586393925,15.04248062015504,0.01721773579155874,474.76984610696326,4.1181323999209045,13127,5.896805136535932,5.717043787165032,0.0020568294355145884,475.8922069018054,4.118165485243124
ROW,1114,7.23400365630713,8.800731261425959,0.017953321364452424,458.983842010772,3.04688519083771,1114,10.011882998171846,4.125912408759124,0.0017953321364452424,459.31238779174146,3.04688519083771
RST,2861,2.23750905141202,10.77608695652174,0.035302341838518,262.67039496679485,3.4565178578052627,2858,1.3000361925443358,3.6449746926970352,0.003848845346396081,257.5346396081176,3.4560622244549513
RSW,26306,6.591065554960606,12.436763580719203,0.00634836159051167,882.1499277731316,4.420054815778764,26296,2.775203002910985,4.688628020801469,0.001673258290234256,882.0461286887739,4.419889691073568
SAF,289,10.806338028169014,9.69718309859155,0.020761245674740483,573.8062283737024,2.4608978427565478,289,4.911660777385159,5.5473684210526315,0.006920415224913495,573.8062283737024,2.4608978427565478
SAN,82747,5.4439852740394,13.116917637017618,0.008870412220382613,835.7353861771423,4.917752257347291,82733,2.24524501306248,3.6917834938437157,0.0023569796816264366,840.8700881147789,4.917678772663207
SAT,38068,5.576825463966584,10.69199851922365,0.006619733109173059,648.5229063780603,4.580560060639422,38072,3.865712698706589,3.985527914223842,0.0016022273586888001,649.3629438957764,4.580605691790701
SAV,11172,10.351106639839035,16.169747437774525,0.02201933404940924,511.2704976727533,4.048130927028968,11169,7.161494095028838,5.630272046740917,0.0027755394395201005,511.06500134300296,4.048014290938054
SBA,11399,4.606246118356845,10.009939652112177,0.011667690148258619,297.1765944381086,4.056866753658313,11400,1.7019673874512584,4.032749159143211,0.0021929824561403508,292.4845614035088,4.056904851336473
SBN,4526,9.851614380581635,12.605178735105408,0.035793194874060984,235.95470614228898,3.65571454961871,4527,4.279006154547527,3.7080109239872554,0.0017671747294013696,236.341727413298,3.655810494495252
SBP,4073,7.353203067029433,9.322532772693544,0.007611097471151486,250.22219494230296,3.609914410085998,4070,3.3120039682539684,3.5107593371258967,0.003931203931203931,250.3970515970516,3.60959440922522
SCC,700,5.118075801749272,6.123906705539358,0.02,378.2257142857143,2.845098040014257,700,0.882179675994109,3.9970717423133237,0.014285714285714285,495.5242857142857,2.845098040014257
SCE,830,0.5686032138442522,12.654275092936803,0.027710843373493974,300.0,2.9190780923760737,830,0.04449938195302843,6.885326757090012,0.0024096385542168677,300.0,2.9190780923760737
SDF,19028,8.940431195102475,13.229912617220801,0.013664073996216103,448.6426319108682,4.279393142747864,19025,5.812333439931777,5.885170010110147,0.0018396846254927727,454.21818659658345,4.27932466544261
SEA,100948,5.101500467652385,16.42726069520047,0.004764829417125649,1249.587441058763,5.004097719044214,100922,0.6129517922129717,6.769214688871855,0.0017637383325736708,1252.505390301421,5.003985848468181
SFO,136488,9.952895787205367,16.75225538848974,0.01126106324365512,1029.9214656233514,5.135094469963773,136532,7.2922376125791395,5.986796107857763,0.001274426508071368,1019.5853206574283,5.135234452070353
SGF,8370,8.652184525262387,13.540322580645162,0.022819593787335724,421.9548387096774,3.92272545799326,8365,7.668538639970699,4.656878274643597,0.0022713687985654514,425.30854751942616,3.922465945298413
SGU,2797,-1.7555635319454415,9.133357296908699,0.00572041473006793,282.5856274579907,3.4466924663715273,2796,-0.6700324558240173,3.61696011498383,0.004291845493562232,282.53397711015737,3.446537167073644
SHV,5235,5.475674610990742,10.556278336290164,0.03132760267430754,342.89493791786055,3.718916686014861,5234,6.120379521644594,5.199054000788332,0.00573175391669851,342.83740924722963,3.7188337183038622
SIT,1347,6.398791540785498,13.06344410876133,0.017074981440237565,266.76243504083146,3.1293675957229854,1347,5.890160183066362,4.223914699162224,0.008166295471417966,176.2256867112101,3.1293675957229854
SJC,48809,4.042024635130939,10.74019628141952,0.010571820770759492,625.1389907599008,4.688499909911576,48803,0.8909878000787091,4.047989731274067,0.000512263590353052,625.8349281806446,4.68844651961336
SJT,530,9.013461538461538,7.815384615384615,0.018867924528301886,228.0,2.724275869600789,530,8.576923076923077,3.0942307692307693,0.0,228.0,2.724275869600789
SJU,21200,8.701569933396765,14.208880639634495,0.009056603773584906,1513.6931132075472,4.326335860928752,21201,7.518938491590833,6.023474624596084,0.00264138484033772,1501.019433045611,4.326356346034385
SLC,131694,3.7497311356373038,18.95204418709328,0.005330538976718757,684.8504867343994,5.119565988885474,131674,0.8921790962443114,6.728548473486877,0.0014125795525312514,685.2514695384054,5.11950002878664
SMF,45692,5.504505695463458,9.997553719008264,0.00704718550293268,653.1627418366454,4.659840168122544,45687,1.9176016753003418,4.374854020227839,0.00045964935320769586,653.047672204347,4.659792641395141
SMX,1372,-0.8035714285714286,9.717261904761905,0.02040816326530612,135.0,3.137354111370733,1377,-2.972572275759822,3.8628613787991104,0.007988380537400145,134.760348583878,3.1389339402569236
SNA,45876,4.364327253502511,13.084686749377465,0.010855349202197228,746.3464120673119,4.661585544066653,45880,1.4231023684558726,6.576364557854609,0.0018308631211857017,745.3665213600698,4.66162340922923
SPI,1442,6.235714285714286,11.344531808434596,0.029819694868238558,174.0,3.15896526038341,1444,3.8698435277382646,3.4911158493248045,0.0006925207756232687,174.0,3.1595671932336202
SPS,299,12.23826714801444,11.28158844765343,0.07357859531772576,113.0,2.4756711883244296,299,4.88768115942029,7.971119133574007,0.0033444816053511705,113.0,2.4756711883244296
SRQ,5684,10.193199929165928,11.799220272904483,0.007213230119634061,662.0798733286418,3.754654069255432,5688,6.637232348256946,4.473842347119123,0.0012306610407876231,662.0854430379746,3.75495958772171
STL,58702,6.821469179616167,11.66480523957256,0.011720213962045586,663.1215801846615,4.768652898081807,58691,2.5331286332821583,4.684811631151918,0.001414186161421683,661.7438278441329,4.768571509254279
STT,2984,3.809571958206943,13.574173971679029,0.006032171581769437,1394.9249329758713,3.474798818800631,2984,7.934348561759729,5.113169417312227,0.006032171581769437,1486.245308310992,3.474798818800631
STX,451,8.58108108108108,12.315315315315315,0.015521064301552107,1211.8048780487804,2.6541765418779604,452,10.442953020134228,3.921875,0.0022123893805309734,1211.6438053097345,2.655138434811382
SUN,2465,-0.9349112426035503,9.58284023668639,0.04056795131845842,223.0,3.391816923613249,2525,0.6975465313028765,2.952300548754749,0.04396039603960396,223.0,3.40226138245468
SUX,56,-2.018867924528302,12.584905660377359,0.05357142857142857,234.0,1.7481880270062005,56,-8.90566037735849,3.7222222222222223,0.017857142857142856,234.0,1.7481880270062005
SWF,2119,6.213467048710601,16.356767097082734,0.013213780084945729,736.1354412458707,3.3261309567107946,2119,5.873447946513849,5.354454502143878,0.002831524303916942,736.1354412458707,3.3261309567107946
SYR,9336,6.790148961617919,16.140152339499455,0.015745501285347043,462.6726649528706,3.9701608430373136,9330,5.447829398324448,4.641894828335507,0.0017148981779206859,460.2662379421222,3.9698816437465
TEX,176,0.14012738853503184,19.445859872611464,0.10795454545454546,387.0,2.24551266781415,176,0.2893081761006289,6.075,0.045454545454545456,387.0,2.24551266781415
TLH,5806,10.911083830235006,14.316251316251316,0.01877368239751981,328.6624181880813,3.763877031495655,5805,7.743103145317168,3.565346881569727,0.003962101636520241,328.6640826873385,3.7638022240745928
TOL,1352,1.956027293404094,10.267830045523521,0.02514792899408284,175.19082840236686,3.130976691605617,1352,3.191666666666667,2.9046898638426626,0.0014792899408284023,175.19082840236686,3.130976691605617
TPA,69000,7.47606495303284,12.393629107434165,0.005,814.6129275362318,4.838849090737256,69002,3.203735837501276,4.64812496360566,0.00163763369177705,814.4736384452625,4.838861678800673
TRI,2612,7.326224328593997,15.082180956143816,0.031010719754977028,225.3468606431853,3.4169731726030363,2613,6.2030757097791795,3.788499409216227,0.001148105625717566,225.34328358208955,3.4171394097273255
TUL,20735,4.903137254901961,11.710636002549895,0.01659030624547866,505.6863274656378,4.316704039700037,20731,4.813389614214195,4.540689992659653,0.0041483768269740965,505.26351840239255,4.3166202516359355
TUS,21786,3.448842144109235,10.791197637940579,0.005278619296796108,611.0799596070872,4.338177499296536,21782,3.742993027658494,4.545052107350364,0.001331374529427968,614.0331466348362,4.338097753706539
TVC,4578,4.300111731843575,13.877906976744185,0.023154215814766274,259.42747924858014,3.660675788338524,4581,2.97228430934287,3.9785762106672617,0.0019646365422396855,259.4298188168522,3.6609602917760835
TWF,1514,-4.120724346076459,10.150905432595573,0.015852047556142668,175.0,3.180125875164054,1449,1.3796491228070176,3.2613875262789067,0.002070393374741201,175.0,3.1610683854711747
TXK,1353,6.308053166536356,7.591229444009397,0.05617147080561715,181.0,3.131297796597623,1352,7.540265832681783,3.0852228303362,0.0,181.0,3.130976691605617
TYR,1315,7.794912559618442,8.653937947494033,0.04410646387832699,103.0,3.1189257528257768,1315,8.722133757961783,4.089682539682539,0.003041825095057034,103.0,3.1189257528257768
TYS,14259,7.046850449935723,14.315157578789394,0.018725015779507678,478.0073637702504,4.154089069014421,14251,4.108083042020404,4.154563576819023,0.0021051154304961056,478.7261244824925,4.153845340080965
VLD,1046,9.388510223953261,12.17933723196881,0.019120458891013385,208.0,3.0195316845312554,1046,9.2119140625,3.9922103213242455,0.0038240917782026767,208.0,3.0195316845312554
VPS,6959,9.846379360891234,14.439794419970632,0.02155482109498491,410.5321166834315,3.842546836495015,6958,9.35577064085643,6.429511553085698,0.0035929864903707963,410.59514228226504,3.84248442441157
WRG,722,8.484978540772532,9.507163323782235,0.0332409972299169,61.569252077562325,2.858537197569639,722,10.140376266280752,3.793053545586107,0.01662049861495845,61.569252077562325,2.858537197569639
WYS,340,-6.779411764705882,8.191176470588236,0.0,273.0,2.531478917042255,340,-3.9587020648967552,3.523529411764706,0.0029411764705882353,273.0,2.531478917042255
XNA,13755,7.796676149124121,13.595218466611707,0.02995274445656125,526.8534351145038,4.138460594725703,13764,6.735768394209855,4.960809196775156,0.005521650682941005,527.0715634989829,4.138744663948892
YAK,719,8.250351617440225,9.568213783403657,0.011126564673157162,205.990264255911,2.8567288903828825,719,11.091807909604519,3.847457627118644,0.008344923504867872,206.009735744089,2.8567288903828825
YUM,3194,-0.09687598611549385,13.423295454545455,0.008140262993112084,182.84658735128366,3.5043349118024643,3193,0.06778058007566204,5.0544710327455915,0.0018791105543376136,182.88568744127778,3.504198918539445
