,Facility Name,City,country,ident,airport_ident,Lat,Long
37983,Eastern WV Regional Airport/Shepherd Field,Martinsburg,United States,MRB,KMRB,39.40190125,-77.98459625
37984,Awassa Airport,Awasa,Ethiopia,AWA,HALA,7.066999912261963,38.5
37985,Wilwal International Airport,Jijiga,Ethiopia,JIJ,HAJJ,9.3325,42.9121
37986,Mekane Selam Airport,Mekane Selam,Ethiopia,MKS,HAMA,10.7254,38.7415
37987,Debra Marcos Airport,Debre Marqos,Ethiopia,DBM,HADM,10.350000381469727,37.71699905395508
37988,Debre Tabor Airport,Debre Tabor,Ethiopia,DBT,HADT,11.967000007629395,38.0
37989,Harar Meda Airport,Debre Zeyit,Ethiopia,QHR,HAHM,8.7163,39.0059
37990,Robe Airport,Goba,Ethiopia,GOB,HAGB,7.116063400000001,40.0463033
37991,Mayumba Airport,Mayumba,Gabon,MYB,FOOY,-3.4584197998046875,10.674076080322266
37992,Mara Serena Lodge Airstrip,Masai Mara,Kenya,MRE,HKMS,-1.406111,35.008057
37993,Lewa Airport,Lewa,Kenya,\N,\N,0.1955,37.4699
37994,Meru Mulika Airport,Meru National Park,Kenya,\N,HKMK,0.22956700000000002,38.171412
37995,Rumbek Airport,Rumbek,Sudan,RBX,HSMK,6.82499980927,29.6690006256
37996,Yei Airport,Yei,Sudan,\N,HSYE,4.13028160099,30.728073120100003
37997,Cape Palmas Airport,Greenville,Liberia,CPA,GLCP,4.3790202140808105,-7.696949958801269
37998,Ambatomainty Airport,Ambatomainty,Madagascar,AMY,\N,-17.1667,47.1833
37999,Kyoto,Kyoto,Japan,UKY,\N,35.016667,135.76666699999998
38000,Ecuvillens Airport,Ecuvillens,Switzerland,\N,LSGE,46.75500106811523,7.076109886169434
38001,Andermatt,Andermatt,Switzerland,\N,\N,46.63889,8.58889
38002,Wohlen Airfield,Wohlen bei Bern,Switzerland,\N,\N,46.96694,7.358060000000001
38003,Bazaruto Island Airport,Bazaruto Island,Mozambique,BZB,\N,-21.542778,35.473056
38004,Benguera Island Airport,Benguera Island,Mozambique,BCW,\N,-21.849167,35.436944
38005,Inhaca Airport,Inhaca,Mozambique,\N,FQIA,-25.997144699099998,32.929351806599996
38006,Indigo Bay Lodge Airport,Indigo Bay Lodge,Mozambique,IBL,\N,-21.707222,35.452222
38007,Gombe Lawanti International Airport,Gombe,Nigeria,\N,\N,9.2575,12.430278
38008,Akwa Ibom International Airport,Uyo,Nigeria,\N,\N,5.05,7.933333
38009,Katsina Airport,Katsina,Nigeria,\N,\N,13.007778,7.660278
38010,Ouro Sogui Airport,Matam,Senegal,MAX,GOSM,15.593600273132324,-13.322799682617188
38011,Bird Island Airport,Bird Island,Seychelles,BDI,FSSB,-3.7247199999999996,55.205299
38012,K50 Airport,Mogadishu,Somalia,\N,\N,1.999167,44.974167
38013,El Daein,El Daein,Sudan,\N,\N,14.0,32.316666999999995
38014,Wadi Halfa Airport,Wadi Halfa,Sudan,WHF,HSSW,21.802698135375977,31.52157783508301
38015,Enfidha - Zine El Abidine Ben Ali International Airport,Enfidha,Tunisia,NBE,DTNZ,36.075833,10.438611
38016,Kidepo Airport,Kidepo,Uganda,\N,HUKD,3.7176,33.7487
38017,Kitgum Airport,Kitgum,Uganda,\N,HUKT,3.2817,32.8882
38018,Bugungu Airport,Pakuba,Uganda,PAF,HUPA,2.2,31.55
38019,Svea Airport,Sveagruva,Svalbard,\N,ENSA,77.8969444,16.725
38020,Ny-Ålesund Airport (Hamnerabben),Ny-Alesund,Svalbard,\N,ENAS,78.9274978638,11.8743
38021,Hatay Airport,Hatay,Turkey,HTY,LTDA,36.36277771,36.282222747800006
38022,Kihnu Airfield,Kihnu,Estonia,\N,EEKU,58.14830017089844,24.002500534057614
38023,Ruhnu Airfield,Ruhnu,Estonia,\N,EERU,57.78390121459961,23.26609992980957
38024,Raivavae Airport,Raivavae,French Polynesia,RVV,NTAV,-23.8852005005,-147.662002563
38025,Foshan,Foshan,China,FUO,\N,23.133333,113.28333
38026,Huizhou,Huizhou,China,HUZ,\N,23.083332000000002,114.36667
38027,Lleida-Alguaire Airport,Lleida,Spain,ILD,LEDA,41.728184999999996,0.5350229999999999
38028,Aeropuerto Capitan Fuentes Martinez,Porvenir,Chile,\N,\N,-53.2537,-70.31922800000001
38029,Ouessant Airport,Ouessant,France,\N,LFEC,48.46319961547852,-5.06358003616333
38030,Central Railway Station,Montreal,Canada,YMY,\N,45.499722,-73.56611099999999
38031,Union Station,Toronto,Canada,YBZ,\N,43.645278000000005,-79.380556
38032,Bildudalur Airport,Bildudalur,Iceland,BIU,BIBD,65.64129638671875,-23.546199798583984
38033,Gjögur Airport,Gjogur,Iceland,GJR,BIGJ,65.99530029296875,-21.326900482177734
38034,Sauðárkrókur Airport,Saudarkrokur,Iceland,SAK,BIKR,65.73169708249999,-19.5727996826
38035,Selfoss Airport,Selfoss,Iceland,\N,BISF,63.92919921875,-21.037799835205078
38036,Inishmaan Aerodrome,Inishmaan,Ireland,IIA,EIMN,53.09299850463867,-9.568059921264648
38037,Ak Bashat Airport,Taldykorgan,Kazakhstan,TDK,UAAT,42.88958,73.60200400000001
38038,Ulgii Mongolei Airport,Olgii,Mongolia,ULG,ZMUL,48.9933013916,89.92250061040001
38039,Lille,Lille,France,XDB,\N,50.563333,3.08805
38040,Qurghonteppa International Airport,Kurgan Tyube,Tajikistan,\N,UTDT,37.86640167236328,68.86470031738281
38041,Vologda Airport,Vologda,Russia,VGD,ULWW,59.28250122070313,39.94440078735352
38042,Severo-Evensk Airport,Evensk,Russia,\N,UHMW,61.92166519165039,159.22999572753906
38043,Olenyok Airport,Olenyok,Russia,\N,UERO,68.514999389648,112.48000335693001
38044,Saskylakh Airport,Saskylakh,Russia,\N,UERS,71.92790222168,114.08000183105
38045,Lensk Airport,Lensk,Russia,\N,\N,60.719443999999996,114.931944
38046,Burevestnik Airport,Iturup Island,Russia,BVV,\N,44.92,147.621667
38047,Okha Airport,Okha,Russia,OHH,\N,53.583332999999996,142.933333
38048,Leshukonskoye Airport,Arkhangelsk,Russia,LDG,ULAL,64.89600372310001,45.7229995728
38049,Nizhneangarsk Airport,Nizhneangarsk,Russia,\N,UIUN,55.80080032348633,109.59500122070312
38050,Taksimo Airport,Taksimo,Russia,\N,\N,56.361667000000004,114.93
38051,Vanavara Airport,Vanavara,Russia,\N,UNIW,60.35969924926758,102.3239974975586
38052,Aykhal Airport,Aykhal,Russia,\N,UERA,65.959197998047,111.54650115966999
38053,Uktus Airport,Yekaterinburg,Russia,\N,USSK,56.701698303222656,60.790000915527344
38054,Baykit Airport,Baykit,Russia,\N,UNIB,61.67670059204102,96.3550033569336
38055,Biysk Airport,Biysk,Russia,\N,UNBI,52.47999954223633,85.33999633789062
38056,Huesca/Pirineos Airport,Huesca,Spain,HSK,LEHC,42.0760993958,-0.316666990519
38057,Ciudad Real Central Airport,Ciudad Real,Spain,CQM,LERL,38.8563888889,-3.97
38058,Al Najaf International Airport,Najaf,Iraq,NJF,ORNI,31.989853000000004,44.404317
38059,Hilversum Railway Station,Hilversum,Netherlands,QYI,\N,52.226389000000005,5.181667
38060,Colonsay Airstrip,Colonsay,United Kingdom,CSA,EGEY,56.05749893189999,-6.243060112
38061,Coll Airport,Coll,United Kingdom,COL,\N,56.63333299999999,-6.557222
38062,Rock Hill - York County Airport,Rock Hill,United States,RKH,KUZA,34.9878006,-81.05719757
38063,Allegheny County Airport,Pittsburgh,United States,AGC,KAGC,40.354400634765625,-79.9301986694336
38064,Cecil Airport,Jacksonville,United States,\N,KVQQ,30.2187004089,-81.876701355
38065,Fulton County Airport Brown Field,Atlanta,United States,FTY,KFTY,33.7790985107,-84.5214004517
38066,Tresco Heliport,Tresco,United Kingdom,TSO,EGHT,49.94559860229492,-6.331389904022218
38067,Tarin Kowt Airport,Tarin Kowt,Afghanistan,TII,OATN,32.604198455799995,65.8657989502
38068,Zaranj Airport,Zaranj,Afghanistan,ZAJ,OAZJ,30.972222,61.865832999999995
38069,Chakcharan Airport,Chaghcharan,Afghanistan,CCN,OACC,34.53300094604492,65.26699829101561
38070,Four Corners,Four Corners,United States,\N,\N,36.998976,-109.045172
38071,Fuyang Xiguan Airport,Fuyang,China,FUG,ZSFY,32.882157,115.73436399999999
38072,Longyan Guanzhishan Airport,Longyan,China,LCX,ZSLD,25.6746997833,116.747001648
38073,Baoshan Airport,Baoshan,China,BSD,ZPBS,25.053333,99.16833299999999
38074,Xingyi Airport,Xingyi,China,ACX,ZUYI,25.0863888889,104.959444444
38075,Macau Ferry Pier,Macau,Macau,XZM,\N,22.197075,113.55891100000001
38076,Liping Airport,Liping,China,HZH,ZUNP,26.32217,109.1499
38077,Odell Williamson Municipal,Ocean Isle Beach,United States,60J,\N,33.908505600000005,-78.4366722
38078,Stepanakert Air Base,Stepanakert,Azerbaijan,\N,UB13,39.90140151977539,46.7869987487793
38079,Ohio State University Airport,Columbus,United States,OSU,KOSU,40.0797996521,-83.072998046875
38080,Addison Airport,Addison,United States,ADS,KADS,32.9686012268,-96.8364028931
38081,Destin Executive Airport,Destin,United States,DTS,KDTS,30.40010071,-86.47149658
38082,Fort Jefferson,Fort Jefferson - Dry Tortugas,United States,RBN,\N,24.616670000000003,-82.86667
38083,Chernobayevka Airport,Kherson,Ukraine,KHE,UKOH,46.675800323500006,32.506401061999995
38084,Ryans Creek Aerodrome,Stewart Island,New Zealand,SZS,NZRC,-46.899700164799995,168.100997925
38085,Assumption Island Airport,Assumption Island,Seychelles,\N,FSAS,-9.74222,46.506802
38086,Zhijiang Airport,Zhijiang,China,HJJ,ZGCJ,27.4411111111,109.7
38087,Aldabra,Assumption Island,Seychelles,\N,\N,-9.74,46.51
38088,Yarmouth Airport,Yarmouth,Canada,YQI,CYQI,43.82690048217773,-66.08809661865234
38089,Kinston Regional Jetport At Stallings Field,Kinston,United States,ISO,KISO,35.331401825,-77.60880279540002
38090,First Flight Airport,Kill Devil Hills,United States,FFA,KFFA,36.0181999207,-75.67130279540002
38091,Pebble Island Airstrip,Pebble Island Settlement,Falkland Islands,\N,\N,-51.31,-59.61
38092,Sea Lion Island Landing Strip,Sea Lion Island,Falkland Islands,\N,\N,-52.4282,-59.0777
38093,Lively Settlement Airstrip,Lively Island,Falkland Islands,\N,\N,-52.03,-58.47
38094,Lincang Airport,Lincang,China,LNJ,ZPLC,23.738332999999997,100.025
38095,Wenshan Airport,Wenshan,China,WNH,\N,23.375833,104.24305600000001
38096,Ponta Pelada Airport,Manaus,Brazil,\N,\N,-3.14604,-59.9863
38097,Sao Gabriel da Cachoeira Airport,Sao Gabriel da Cachoeira,Brazil,\N,\N,-0.148056,-66.9858
38098,Maturacá Airport,Maturaca,Brazil,\N,SWMK,0.6282690167427063,-66.11509704589844
38099,Carajás Airport,Parauapebas,Brazil,CKS,SBCJ,-6.11527776718,-50.0013885498
38100,Centro de Lançamento de Alcântara Airport,Alcantara,Brazil,\N,SNCW,-2.372999906539917,-44.396400451660156
38101,Cachimbo,Itaituba,Brazil,\N,\N,-4.2446,-56.003840000000004
38102,Latur Airport,Latur,India,LTU,\N,18.411944000000002,76.465
38103,Tarempa Airport,Anambas Islands,Indonesia,MWK,WIOM,3.3481199741363525,106.25800323486328
38104,Mainz Finthen,Mainz,Germany,QFZ,\N,0.0,0.0
38105,Würzburg-Schenkenturm Airport,Wuerzburg,Germany,\N,EDFW,49.81777954101562,9.897500038146973
38106,Mainz,Mainz,Germany,QMZ,\N,50.00829,8.27356
38107,Berlin Gatow,Berlin,Germany,GWW,\N,52.475,13.139000000000001
38108,Rheine Bentlage,Rheine,Germany,ZPQ,\N,52.276559999999996,7.43843
38109,São Jacinto Airport,Aveiro,Portugal,\N,LPAV,40.656741,-8.741544000000001
38110,Tana Toraja Airport,Toraja,Indonesia,\N,\N,-3.416667,119.91666399999998
38111,Hopsten Air Base,Hopsten,Germany,\N,ETNP,52.33869934082031,7.541329860687256
38112,Jose Aponte De La Torre Airport,Ceiba,Puerto Rico,\N,TJNR,18.2453,-65.6434
38113,Persian Gulf International Airport,Khalije Fars,Iran,PGU,OIBP,27.379601,52.737701
38114,Yasouj Airport,Yasuj,Iran,YES,OISY,30.700500488281,51.545101165771
38115,Mosul International Airport,Mosul,Iraq,OSB,ORBM,36.30580139160156,43.14739990234375
38116,Tajima Airport,Toyooka,Japan,TJH,RJBT,35.51279830932617,134.78700256347656
38117,Amakusa Airport,Amakusa,Japan,AXJ,RJDA,32.482498,130.158997
38118,Kikai Airport,Kikai,Japan,KKX,RJKI,28.3213005066,129.927993774
38119,Aguni Airport,Aguni,Japan,AGJ,RORA,26.592500686599998,127.240997314
38120,Chongjin Airport,Chongjin,North Korea,\N,\N,41.801389,129.855
38121,Haeju Airport,Haeju,North Korea,HAE,\N,38.00543,125.77863
38122,Layang Layang Airport,Layang Layang Atoll,Malaysia,LAC,\N,7.372222,113.84166699999999
38123,Donoi Airport,Uliastai,Mongolia,\N,ZMDN,47.7093,96.5258
38124,Bulgan Airport,Bulgan,Mongolia,UGA,ZMBN,48.85499954223633,103.47599792480469
38125,Ulaangom Airport,Ulaangom,Mongolia,ULO,ZMUG,50.066588,91.938273
38126,Borongan Airport,Borongan,Philippines,BPR,RPVW,11.6743001938,125.47899627700001
38127,Lubang Airport,Lubang,Philippines,LBX,RPLU,13.85540008544922,120.1050033569336
38128,Bentota Airport,Bentota,Sri Lanka,BJT,\N,6.4166669999999995,79.983333
38129,Dickwella Airport,Dickwella,Sri Lanka,DIW,\N,5.966667,80.68333299999999
38130,Kulob Airport,Kulyab,Tajikistan,TJU,UTDK,37.98809814453125,69.80500030517578
38131,Cimei Airport,Cimei,Taiwan,CMJ,RCCM,23.266667,119.66666699999999
38132,Daşoguz Airport,Dasoguz,Turkmenistan,TAZ,UTAT,41.761101000000004,59.826698
38133,Barrow Island Airport,Barrow Island,Australia,BWB,YBWX,-20.86440086364746,115.40599822998048
38134,Morawa Airport,Morawa,Australia,MWB,\N,-29.211,116.009
38135,Exmouth Airport,Exmouth,Australia,EXM,\N,-21.933000000000003,114.12799999999999
38136,Derby Airport,Derby,Australia,DRB,YDBY,-17.370000839233402,123.66100311279295
38137,Walgett Airport,Walgett,Australia,WGE,YWLG,-30.03280067443848,148.12600708007812
38138,Bathurst Island Airport,Bathurst Island,Australia,BRT,YBTI,-11.769200325012207,130.6199951171875
38139,Dunk Island Airport,Dunk Island,Australia,DKI,YDKI,-17.9416999817,146.13999939
38140,Lizard Island Airport,Lizard Island,Australia,LZR,YLZI,-14.673273000000002,145.454571
38141,Hamilton Airport,Hamilton,Australia,HLT,YHML,-37.64889907836914,142.06500244140625
38142,Halls Creek Airport,Halls Creek,Australia,HCQ,YHLC,-18.23390007019043,127.66999816894531
38143,Fitzroy Crossing Airport,Fitzroy Crossing,Australia,FIZ,YFTZ,-18.181900024414066,125.55899810791016
38144,Ravensthorpe Airport,Ravensthorpe,Australia,RVT,YNRV,-33.7971992493,120.208000183
38145,Wilkins Runway,Budd Coast,Antarctica,\N,YWKS,-66.690833,111.52361100000002
38146,Provo Municipal Airport,Provo,United States,PVU,KPVU,40.219200134277,-111.72299957275
38147,Steamboat Springs Bob Adams Field,Steamboat Springs,United States,SBS,KSBS,40.5163002,-106.8659973
38148,Delta Municipal Airport,Delta,United States,DTA,KDTA,39.3805999756,-112.508003235
38149,Richfield Municipal Airport,Richfield,United States,RIF,KRIF,38.73640060424805,-112.0989990234375
38150,Carbon County Regional/Buck Davis Field,Price,United States,PUC,KPUC,39.61389923,-110.7509995
38151,Los Alamos Airport,Los Alamos,United States,LAM,KLAM,35.8797988892,-106.26899719200001
38152,Borrego Valley Airport,Borrego Springs,United States,BXS,KBXS,33.2590278,-116.3209722
38153,Lake Havasu City Airport,Lake Havasu City,United States,HII,KHII,34.571098,-114.358002
38154,Winslow Lindbergh Regional Airport,Winslow,United States,INW,KINW,35.021900177,-110.722999573
38155,Douglas Municipal Airport,Douglas,United States,DGL,KDGL,31.3425998688,-109.505996704
38156,Marakei Airport,Marakei,Kiribati,MZK,NGMK,2.0586099624633794,173.27099609375
38157,Abemama Atoll Airport,Abemama,Kiribati,AEA,NGTB,0.4908330142498016,173.82899475097656
38158,Buariki Airport,Buariki,Kiribati,AAK,NGUK,0.1852779984474182,173.63699340820312
38159,Kuria Airport,Kuria,Kiribati,KUC,NGKT,0.2186110019683838,173.44200134277344
38160,Arorae Island Airport,Arorae,Kiribati,AIS,NGTR,-2.61611008644104,176.80299377441406
38161,Tamana Island Airport,Tamana,Kiribati,TMN,NGTM,-2.485830068588257,175.97000122070312
38162,Beru Airport,Beru Island,Kiribati,BEZ,NGBR,-1.3547199964523315,176.0070037841797
38163,Nikunau Airport,Nikunau,Kiribati,NIG,NGNU,-1.31444001198,176.410003662
38164,Butaritari Atoll Airport,Butaritari,Kiribati,BBG,NGTU,3.08583,172.811005
38165,Makin Island Airport,Makin,Kiribati,MTK,NGMN,3.3744399547576904,172.99200439453125
38166,Maiana Airport,Maiana,Kiribati,MNK,NGMA,1.0036100149154663,173.031005859375
38167,Nonouti Airport,Nonouti,Kiribati,NON,NGTO,-0.6397219896316528,174.42799377441406
38168,Tabiteuea South Airport,Tabiteuea,Kiribati,TSU,NGTS,-1.4744399785995483,175.06399536132812
38169,Bosset Airport,Bosset,Papua New Guinea,BOT,\N,-7.240833,141.092333
38170,Ine Airport,Ine,Marshall Islands,IMI,\N,7.016667,171.48333300000002
38171,Tinak Airport,Tinak,Marshall Islands,TIC,\N,7.133333,171.916667
38172,Ebon Airport,Ebon,Marshall Islands,\N,\N,4.598889,168.75305600000002
38173,Elenak Airport,Elenak,Marshall Islands,EAL,\N,9.083333,167.333333
38174,Lae Airport,Lae,Marshall Islands,LML,\N,8.921667,166.265556
38175,Airok Airport,Airok,Marshall Islands,AIC,\N,7.1,171.23333300000002
38176,Enejit Airport,Enejit,Marshall Islands,EJT,\N,6.040278,171.984444
38177,Whitianga Airport,Whitianga,New Zealand,WTZ,NZWT,-36.83169937133789,175.6790008544922
38178,Takaka Airport,Takaka,New Zealand,KTF,NZTK,-40.81330108642578,172.77499389648438
38179,Peleliu Airfield,Peleliu,Palau,C23,\N,6.998333000000001,134.232778
38180,Angaur Airstrip,Angaur,Palau,\N,\N,6.906389,134.145
38181,Asau Airport,Savai\\'i,Samoa,AAU,\N,-13.505,-172.627778
38182,Afutara Aerodrome,Afutara,Solomon Islands,AFT,AGAF,-9.19138888889,160.948611111
38183,Ulawa Airport,Ulawa,Solomon Islands,RNA,AGAR,-9.86054358262,161.979546547
38184,Choiseul Bay Airport,Choiseul Bay,Solomon Islands,CHY,AGGC,-6.711944,156.39611100000002
38185,Santa Ana Airport,Santa Ana,Solomon Islands,NNB,AGGT,-10.847994,162.45410800000002
38186,Yandina Airport,Yandina,Solomon Islands,XYA,AGGY,-9.092816000000001,159.21841
38187,Batuna Airport,Batuna,Solomon Islands,BPF,AGBT,-8.63,158.0
38188,Bartow Municipal Airport,Bartow,United States,BOW,KBOW,27.943399429299998,-81.78340148930002
38189,Dyagilevo Air Base,Kostroma,Russia,\N,UUBD,54.64469909667969,39.57040023803711
38190,Yuryevets,Yuryevets,Russia,\N,\N,57.316667,43.1
38191,Ozerny,Ozerny,Russia,\N,\N,52.75291899999999,111.84899999999999
38192,Enkheluk,Enkheluk,Russia,\N,\N,52.500967,107.018852
38193,Khakusy,Khakusy,Russia,\N,\N,55.365,109.81200000000001
38194,Fitiuta Airport,Fiti\\'uta,American Samoa,FTI,NSFQ,-14.2172,-169.425003
38195,Ofu Airport,Ofu,American Samoa,OFU,\N,-14.184444000000001,-169.67
38196,Livermore Municipal Airport,Livermore,United States,LVK,KLVK,37.6934013367,-121.819999695
38197,Mariposa Yosemite Airport,Mariposa,United States,RMY,KMPI,37.510898590100005,-120.040000916
38198,Grootfontein Airport,Grootfontein,Namibia,GFY,FYGF,-19.60219955444336,18.122699737548828
38199,Rundu Airport,Rundu,Namibia,NDU,FYRU,-17.956499099731,19.719400405884
38200,Beppu Airport,Beppu,Japan,BPU,\N,33.3,131.5333
38201,Heron Island,Heron Island,Australia,HRN,\N,-23.441667000000002,151.91138899999999
38202,Lady Elliot Island,Lady Elliot Island,Australia,LYT,\N,-24.113332999999997,152.715278
38203,Orpheus Island,Orpheus Island,Australia,ORS,\N,-18.634,146.5
38204,Paddington Station,London,United Kingdom,QQP,\N,51.515833,-0.176111
38205,Liskeard Station,Liskeard,United States,\N,\N,50.44708,-4.46753
38206,Port du Bloscon,Roscoff,France,\N,\N,48.721816,-3.96395
38207,Tasiilaq Heliport,Angmagssalik,Greenland,AGM,BGAM,65.61229608469999,-37.618335485500005
38208,Neets Bay,Ketchikan,United States,\N,\N,55.778889,-131.60138899999998
38209,Fraser Railroad Station,Fraser BC,Canada,\N,\N,59.715517000000006,-135.04669199999998
38210,Carcross,Carcross YT,Canada,\N,\N,60.17463000000001,-134.69808799999998
38211,Jacqueline Cochran Regional Airport,Palm Springs,United States,TRM,KTRM,33.62670135498,-116.16000366211
38212,Santa Monica Municipal Airport,Santa Monica,United States,SMO,KSMO,34.015800476100004,-118.45099639899999
38213,Bermuda Dunes Airport,Palm Springs,United States,UDD,KUDD,33.748401641846,-116.27500152588001
38214,Scottsdale Airport,Scottsdale,United States,ZSY,KSDL,33.622898101806996,-111.91100311279
38215,Olympia Regional Airport,Olympia,United States,OLM,KOLM,46.9693985,-122.90299990000001
38216,Yolo County Davis Woodland Winters Airport,Davis-Woodland-Winters,United States,DWA,KDWA,38.57910156,-121.8570023
38217,Garfield County Regional Airport,Rifle,United States,RIL,KRIL,39.52629852,-107.72699740000002
38218,Shively Field,SARATOGA,United States,SAA,KSAA,41.44490051269531,-106.8239974975586
38219,DeKalb Peachtree Airport,Atlanta,United States,PDK,KPDK,33.8755989075,-84.3020019531
38220,Monroe County Airport,Bloomington,United States,BMG,KBMG,39.14599990844727,-86.61669921875
38221,Witham Field,Stuart,United States,SUA,KSUA,27.18169975,-80.22109985
38222,Morristown Municipal Airport,Morristown,United States,MMU,KMMU,40.799400329589844,-74.41490173339844
38223,Napa County Airport,Napa,United States,APC,KAPC,38.2132,-122.280998
38224,Brown Field Municipal Airport,San Diego,United States,SDM,KSDM,32.572299957275,-116.98000335693001
38225,Wangen-Lachen Airport,Wangen-Lachen,Switzerland,\N,LSPV,47.2047004699707,8.867500305175781
38226,Pahokee Airport,Pahokee,United States,\N,\N,26.789,-80.692
38227,Venice Municipal Airport,Venice,United States,VNC,KVNC,27.071599960327,-82.440299987793
38228,Palm Beach County Glades Airport,Pahokee,United States,PHK,KPHK,26.78499985,-80.69339752
38229,Kineshma,Kineshma,Russia,\N,\N,57.45000001,42.15000001
38230,Nezhitino,Nezhitino,Russia,NEZ,\N,57.479444454444,43.29750001
38231,Glasgow Buchanan Bus Station,Glasgow,United Kingdom,\N,\N,55.8652,-4.25033
38232,London Victoria Bus Station,London,United Kingdom,\N,\N,51.494999,-0.144643
38233,Machu Pichu Airport,Machu Pichu,Peru,MFT,\N,-13.1167,-72.5667
38234,Northwest Florida Beaches International Airport,Panama City,United States,ECP,KECP,30.357105999999998,-85.79541400000001
38235,San Bernardino International Airport,San Bernardino,United States,SBD,KSBD,34.0954017639,-117.23500061
38236,Valença Airport,Valenca,Brazil,VAL,SNVB,-13.296500205993652,-38.99240112304688
38237,Dix Sept Rosado Airport,Mossoro,Brazil,\N,SBMW,-5.201919999999999,-37.3643
38238,Caruaru Airport,Caruaru,Brazil,CAU,SNRU,-8.282389640808105,-36.01350021362305
38239,Wake Island Airfield,Wake island,Wake Island,AWK,PWAK,19.282100677490234,166.63600158691406
38240,Aeroclube Airport,Nova Iguacu,Brazil,QNV,SDNY,-22.74530029296875,-43.46030044555664
38241,Gare du Nord,Paris,France,XPG,\N,48.880931,2.355323
38242,Gare Montparnasse,Paris,France,XGB,\N,48.84,2.318611
38243,Saint-Pierre-des-Corps,Tours,France,XSH,\N,47.385626,0.7233470000000001
38244,Darsena Norte,Buenos Aires,Argentina,\N,\N,-34.5978,-58.367841000000006
38245,Casa Central,Montevideo,Uruguay,\N,\N,-34.90278,-56.213781000000004
38246,Puerto Franco,Colonia del Sacramento,Uruguay,\N,\N,-34.4741,-57.843427
38247,Tres Cruces,Montevideo,Uruguay,\N,\N,-34.893890999999996,-56.166589
38248,San Carlos Airport,San Carlos,United States,SQL,KSQL,37.511901855469,-122.25
38249,Courtelary Airport,Courtelary ,Switzerland,\N,LSZJ,47.18360137939453,7.090829849243164
38250,Koszalin Zegrze Pomorskie Air Base,Koszalin,Poland,OSZ,EPKO,54.0425,16.2656
38251,Camp Okavango Airport,Okavango Delta,Botswana,\N,FBCO,-19.131114999999998,23.102504999999997
38252,Dujiangyan,Dujiangyan,China,\N,\N,30.998584,103.61967299999999
38253,Maiwa,Maiwa,China,\N,\N,33.058044,102.908775
38254,Lelystad Airport,Lelystad,Netherlands,\N,\N,52.4603,5.52722
38255,Rocky Mount Wilson Regional Airport,Rocky Mount,United States,RWI,KRWI,35.856300354003906,-77.89189910888672
38256,Whittier Airport,Whittier,United States,\N,PAWR,60.777198791503906,-148.7220001220703
38257,Soldotna Airport,Soldotna,United States,SXQ,PASX,60.47570037841797,-151.03399658203125
38258,Gillespie Field,El Cajon,United States,SEE,KSEE,32.826198577880994,-116.97200012206999
38259,San Clemente Island Naval Auxiliary Landing Field,San Clemente Island,United States,\N,KNUC,33.02270126,-118.58799740000002
38260,Cotopaxi International Airport,Latacunga,Ecuador,\N,\N,-0.5425,-78.3657
38261,London St Pancras,London,United Kingdom,\N,\N,51.53,-0.125
38262,Amsterdam Centraal,Amsterdam,Netherlands,ZYA,\N,52.378333000000005,4.9
38263,Mammy Yoko Heliport,Freetown,Sierra Leone,JMY,\N,8.490278,-13.289722
38264,Shearwater Heliport,Victoria Falls,Zimbabwe,\N,\N,-17.911443,25.828167
38265,Phan Rang Airport,Phan Rang,Vietnam,PHA,VVPR,11.6335000992,108.952003479
38266,Na-San Airport,Son-La,Vietnam,SQH,VVNS,21.216999053955078,104.03299713134766
38267,Truckee Tahoe Airport,Truckee,United States,TKF,KTRK,39.3199996948,-120.13999939
38268,Fréjus Airport,Frejus,France,FRJ,LFTU,43.4175,6.7357
38269,Geelong Airport,Geelong,Australia,GEX,YGLG,-38.224998474121094,144.33299255371094
38270,Detroit Amtrak Station,Detroit,United States,\N,\N,42.368097,-83.072397
38271,Ventura Amtrak,Ventura,United States,\N,\N,34.27833,-119.29222
38272,Berlin Hauptbahnhof,Berlin,Germany,QPP,\N,52.524930000000005,13.369629999999999
38273,Mezen Airport,Mezen,Russia,\N,ULAE,65.87833404541016,44.21500015258789
38274,Vaskovo Airport,Arkhangelsk,Russia,\N,ULAH,64.44170379639999,40.421699523899996
38275,Cobb County-Mc Collum Field,Atlanta,United States,RYY,KRYY,34.01319885,-84.59860229
38276,Oneonta Municipal Airport,Oneonta,United States,ONH,\N,42.524722,-75.064444
38277,Brumowski  Air Base,Tulln,Austria,\N,LOXT,48.3167,16.116699
38278,Wideawake Field,Georgetown Acension Island Santa Helena,United Kingdom,\N,\N,-7.969597,-14.393664000000001
38279,Dell Flight Strip,Dell,United States,4U9,K4U9,44.7356987,-112.720001221
38280,Mission Field,Livingston-Montana,United States,LVM,KLVM,45.6994018555,-110.44799804700001
38281,Kota Kinabalu Airport,Kota Kinabalu,Malaysia,ZWR,\N,11.1111,11.1111
38282,Valetta Waterfront,Valetta,Malta,\N,\N,35.889866999999995,14.508583999999999
38283,Big Timber Airport,Big Timber,United States,6S0,K6S0,45.80640029907226,-109.9810028076172
38284,Tulip City Airport,Holland,United States,BIV,KBIV,42.742900848389,-86.10739898681601
38285,London Heliport,London,United Kingdom,\N,EGLW,51.469722747799985,-0.179444000125
