airport_code,strike_avg,damage_avg
ABE,5.25,0.16666666666666666
ABI,0.75,0.08333333333333333
ABQ,6.833333333333333,0.25
ABY,0.4166666666666667,0.08333333333333333
ACK,0.5833333333333334,0.08333333333333333
ACT,0.6666666666666666,0.08333333333333333
ACV,0.0,0.0
ACY,5.833333333333333,0.16666666666666666
ADK,0.0,0.0
ADQ,0.0,0.0
AEX,0.25,0.0
AGS,0.0,0.0
AKN,0.0,0.0
ALB,0.0,0.0
ALO,0.0,0.0
AMA,1.5833333333333333,0.5833333333333334
ANC,0.0,0.0
ASE,0.0,0.0
ATL,0.0,0.0
ATW,0.0,0.0
AUS,0.0,0.0
AVL,2.3333333333333335,0.3333333333333333
AVP,0.0,0.0
AZO,0.0,0.0
BDL,11.333333333333334,0.5833333333333334
BET,0.5,0.08333333333333333
BFL,0.0,0.0
BGM,0.0,0.0
BGR,0.25,0.08333333333333333
BHM,0.0,0.0
BIL,0.4166666666666667,0.08333333333333333
BIS,1.9166666666666667,0.25
BJI,0.0,0.0
BKG,0.0,0.0
BLI,0.6666666666666666,0.0
BMI,0.0,0.0
BNA,30.333333333333332,1.4166666666666667
BOI,3.25,0.3333333333333333
BOS,21.25,1.25
BQK,0.0,0.0
BQN,0.16666666666666666,0.0
BRO,0.0,0.0
BRW,0.0,0.0
BTM,0.0,0.0
BTR,0.0,0.0
BTV,2.75,0.16666666666666666
BUF,0.0,0.0
BUR,0.0,0.0
BWI,0.0,0.0
BZN,0.5833333333333334,0.0
CAE,0.0,0.0
CAK,0.0,0.0
CDC,0.0,0.0
CDV,0.0,0.0
CEC,0.0,0.0
CHA,0.0,0.0
CHO,0.0,0.0
CHS,0.0,0.0
CIC,0.0,0.0
CID,0.0,0.0
CLD,0.0,0.0
CLE,0.0,0.0
CLL,0.0,0.0
CLT,30.583333333333332,1.8333333333333333
CMH,13.833333333333334,0.6666666666666666
CMI,0.0,0.0
CMX,0.0,0.0
COD,0.4166666666666667,0.0
COS,6.916666666666667,0.4166666666666667
CPR,0.3333333333333333,0.0
CRP,2.25,0.16666666666666666
CRW,2.6666666666666665,0.25
CSG,0.0,0.0
CVG,25.166666666666668,1.4166666666666667
CWA,0.4166666666666667,0.0
DAB,5.083333333333333,1.0833333333333333
DAL,21.083333333333332,1.0833333333333333
DAY,0.0,0.0
DBQ,1.0,0.0
DCA,0.0,0.0
DEN,39.666666666666664,2.25
DFW,66.91666666666667,4.416666666666667
DHN,0.0,0.0
DLG,0.0,0.0
DLH,0.3333333333333333,0.0
DRO,0.0,0.0
DSM,11.666666666666666,0.6666666666666666
DTW,26.75,0.8333333333333334
EGE,0.25,0.0
EKO,0.0,0.0
ELM,0.0,0.0
ELP,4.833333333333333,0.25
ERI,1.25,0.08333333333333333
EUG,0.0,0.0
EVV,2.6666666666666665,0.3333333333333333
EWN,0.0,0.0
EWR,0.0,0.0
EYW,1.75,0.16666666666666666
FAI,1.5833333333333333,0.16666666666666666
FAR,1.25,0.16666666666666666
FAT,0.0,0.0
FAY,0.0,0.0
FCA,0.0,0.0
FLG,0.25,0.0
FLL,0.0,0.0
FLO,0.16666666666666666,0.0
FNT,0.0,0.0
FSD,1.9166666666666667,0.8333333333333334
FSM,1.25,0.0
FWA,0.0,0.0
GCC,0.0,0.0
GEG,3.25,0.4166666666666667
GFK,3.25,0.4166666666666667
GGG,1.5,0.08333333333333333
GJT,0.3333333333333333,0.0
GNV,0.0,0.0
GPT,3.3333333333333335,0.16666666666666666
GRB,0.0,0.0
GRK,0.0,0.0
GRR,9.583333333333334,0.8333333333333334
GSO,2.3333333333333335,0.4166666666666667
GSP,1.5,0.08333333333333333
GST,0.0,0.0
GTF,0.5833333333333334,0.25
GTR,0.3333333333333333,0.0
GUC,0.16666666666666666,0.0
HDN,1.4166666666666667,0.0
HLN,0.5,0.08333333333333333
HNL,14.166666666666666,0.4166666666666667
HOU,0.0,0.0
HPN,10.833333333333334,1.5833333333333333
HRL,0.0,0.0
HSV,0.0,0.0
HTS,0.0,0.0
IAD,0.0,0.0
IAH,0.0,0.0
ICT,4.583333333333333,0.8333333333333334
IDA,0.0,0.0
ILM,2.5833333333333335,0.16666666666666666
IND,13.666666666666666,1.0833333333333333
IPL,0.16666666666666666,0.08333333333333333
ISP,0.0,0.0
ITH,0.0,0.0
ITO,9.333333333333334,0.0
IYK,0.0,0.0
JAC,0.75,0.16666666666666666
JAN,0.0,0.0
JAX,12.916666666666666,0.9166666666666666
JFK,0.0,0.0
JNU,0.8333333333333334,0.25
KOA,0.0,0.0
KTN,0.3333333333333333,0.0
LAN,0.0,0.0
LAS,0.0,0.0
LAW,0.0,0.0
LAX,18.083333333333332,2.0833333333333335
LBB,3.25,0.16666666666666666
LCH,0.08333333333333333,0.0
LEX,6.0,0.4166666666666667
LFT,0.0,0.0
LGA,0.0,0.0
LGB,0.0,0.0
LIH,16.25,0.0
LIT,0.0,0.0
LMT,0.0,0.0
LNK,5.416666666666667,0.08333333333333333
LRD,0.5833333333333334,0.08333333333333333
LSE,0.4166666666666667,0.16666666666666666
LWB,0.25,0.08333333333333333
LWS,0.0,0.0
LYH,0.0,0.0
MAF,3.3333333333333335,0.08333333333333333
MBS,3.5,0.3333333333333333
MCI,37.666666666666664,2.25
MCO,34.0,4.833333333333333
MDT,10.916666666666666,0.6666666666666666
MDW,24.666666666666668,1.5833333333333333
MEI,0.0,0.0
MEM,11.5,1.8333333333333333
MFE,0.0,0.0
MFR,0.0,0.0
MGM,0.0,0.0
MHK,0.25,0.08333333333333333
MHT,7.333333333333333,0.3333333333333333
MIA,16.833333333333332,2.0
MKE,10.666666666666666,0.5833333333333334
MLB,0.8333333333333334,0.25
MLI,9.083333333333334,0.6666666666666666
MLU,0.4166666666666667,0.0
MOB,0.0,0.0
MOD,0.0,0.0
MOT,0.08333333333333333,0.08333333333333333
MQT,0.25,0.0
MRY,0.5,0.08333333333333333
MSN,0.0,0.0
MSO,0.8333333333333334,0.16666666666666666
MSP,0.0,0.0
MSY,18.25,1.9166666666666667
MTJ,0.0,0.0
MWH,0.0,0.0
MYR,3.25,0.3333333333333333
OAJ,0.9166666666666666,0.0
OAK,0.0,0.0
OGG,6.583333333333333,0.4166666666666667
OKC,6.833333333333333,0.16666666666666666
OMA,22.416666666666668,1.1666666666666667
OME,0.0,0.0
ONT,12.083333333333334,0.75
ORD,0.0,0.0
ORF,8.75,0.75
OTH,0.5,0.08333333333333333
OTZ,0.3333333333333333,0.0
OXR,0.0,0.0
PBI,0.0,0.0
PDX,0.0,0.0
PFN,0.0,0.0
PHF,4.333333333333333,0.5
PHL,36.833333333333336,2.0833333333333335
PHX,16.333333333333332,1.25
PIA,2.5,0.16666666666666666
PIH,0.0,0.0
